department_id,department_name,department_code,current_occupancy,max_capacity,num_staff,working_hours,emergency_support
5468,ICU,DEP-go55_5468,102,192,42,12 AM - 8 PM,TRUE
5469,Oncology,DEP-fP76_5469,68,425,36,10 AM - 6 PM,TRUE
5470,Surgery,DEP-UJ94_5470,37,90,30,8 AM - 9 PM,TRUE
5471,Neurology,DEP-wS24_5471,122,215,45,11 AM - 10 PM,TRUE
5472,ICU,DEP-wh98_5472,160,131,65,11 AM - 8 PM,TRUE
5473,Radiology,DEP-gg02_5473,137,412,59,8 AM - 4 PM,TRUE
5474,Pharmacy,DEP-IL15_5474,162,199,68,9 AM - 9 PM,TRUE
5475,Dermatology,DEP-Iz26_5475,113,215,98,6 AM - 10 PM,TRUE
5476,ICU,DEP-ZI49_5476,158,302,55,8 AM - 6 PM,TRUE
5477,Radiology,DEP-JB47_5477,156,258,46,12 AM - 6 PM,TRUE
5478,Surgery,DEP-nD62_5478,199,378,56,8 AM - 4 PM,TRUE
5479,Oncology,DEP-GH00_5479,135,356,55,7 AM - 9 PM,TRUE
5480,Cardiology,DEP-qb47_5480,144,155,45,11 AM - 8 PM,TRUE
5481,Cardiology,DEP-QJ37_5481,28,252,25,12 AM - 4 PM,TRUE
5482,Pharmacy,DEP-Kc91_5482,83,344,61,11 AM - 9 PM,TRUE
5483,Orthopedics,DEP-Ki49_5483,71,124,17,10 AM - 6 PM,TRUE
5484,Radiology,DEP-dz40_5484,197,389,77,7 AM - 7 PM,TRUE
5485,Dermatology,DEP-zM83_5485,141,74,73,11 AM - 8 PM,TRUE
5486,Dermatology,DEP-Yu23_5486,167,405,7,6 AM - 10 PM,TRUE
5487,Radiology,DEP-rG48_5487,2,456,27,7 AM - 6 PM,TRUE
5488,Neurology,DEP-cG47_5488,85,495,29,9 AM - 9 PM,TRUE
5489,Surgery,DEP-KH13_5489,134,254,52,11 AM - 7 PM,TRUE
5490,Surgery,DEP-Bl54_5490,83,183,35,9 AM - 4 PM,TRUE
5491,Pediatrics,DEP-ek02_5491,149,128,51,6 AM - 8 PM,TRUE
5492,Oncology,DEP-aw72_5492,68,432,52,11 AM - 9 PM,TRUE
5493,Oncology,DEP-Wn03_5493,34,74,81,8 AM - 9 PM,TRUE
5494,Dermatology,DEP-bJ00_5494,178,486,39,10 AM - 8 PM,TRUE
5495,Neurology,DEP-Ys63_5495,153,403,20,11 AM - 8 PM,TRUE
5496,Dermatology,DEP-pL67_5496,113,428,81,11 AM - 5 PM,TRUE
5497,Pharmacy,DEP-aH90_5497,10,137,11,8 AM - 6 PM,TRUE
5498,Emergency,DEP-fh99_5498,62,490,3,11 AM - 7 PM,TRUE
5499,Surgery,DEP-Za16_5499,81,331,18,6 AM - 5 PM,TRUE
5500,Orthopedics,DEP-yK91_5500,106,183,28,10 AM - 6 PM,TRUE
5501,Oncology,DEP-iR23_5501,164,312,35,8 AM - 9 PM,TRUE
5502,Cardiology,DEP-VL37_5502,114,337,79,12 AM - 10 PM,TRUE
5503,Oncology,DEP-UD89_5503,87,92,86,12 AM - 8 PM,TRUE
5504,ICU,DEP-ya90_5504,129,83,59,9 AM - 6 PM,TRUE
5505,Neurology,DEP-If54_5505,39,343,87,11 AM - 6 PM,TRUE
5506,Neurology,DEP-qy67_5506,78,359,100,7 AM - 6 PM,TRUE
5507,Laboratory,DEP-bM00_5507,25,269,36,10 AM - 8 PM,TRUE
5508,Emergency,DEP-Ro84_5508,194,394,98,7 AM - 8 PM,TRUE
5509,Laboratory,DEP-gU61_5509,146,293,35,9 AM - 7 PM,TRUE
5510,Surgery,DEP-gH71_5510,97,449,41,10 AM - 4 PM,TRUE
5511,Cardiology,DEP-QM51_5511,92,216,39,11 AM - 8 PM,TRUE
5512,Laboratory,DEP-vG54_5512,181,157,82,12 AM - 6 PM,TRUE
5513,Dermatology,DEP-jb94_5513,137,291,85,9 AM - 4 PM,TRUE
5514,Dermatology,DEP-ex40_5514,144,139,19,11 AM - 4 PM,TRUE
5515,ICU,DEP-rA53_5515,13,299,52,11 AM - 5 PM,TRUE
5516,Neurology,DEP-uy07_5516,88,157,47,10 AM - 7 PM,TRUE
5517,Neurology,DEP-qs99_5517,13,389,7,6 AM - 4 PM,TRUE
5518,Laboratory,DEP-BC46_5518,64,286,59,12 AM - 5 PM,TRUE
5519,ICU,DEP-dJ01_5519,67,173,85,6 AM - 10 PM,TRUE
5520,Pharmacy,DEP-Zi40_5520,137,297,18,7 AM - 6 PM,TRUE
5521,Oncology,DEP-SG81_5521,128,222,52,8 AM - 4 PM,TRUE
5522,Surgery,DEP-GC23_5522,69,381,94,11 AM - 7 PM,TRUE
5523,Neurology,DEP-jz40_5523,100,323,43,11 AM - 6 PM,TRUE
5524,Pediatrics,DEP-wG08_5524,158,390,41,7 AM - 5 PM,TRUE
5525,Emergency,DEP-Su74_5525,93,240,45,10 AM - 4 PM,TRUE
5526,Oncology,DEP-Yw73_5526,191,356,39,12 AM - 7 PM,TRUE
5527,Emergency,DEP-tk36_5527,25,384,53,9 AM - 4 PM,TRUE
5528,Emergency,DEP-ba57_5528,197,184,81,11 AM - 4 PM,TRUE
5529,Dermatology,DEP-Ng12_5529,42,172,28,11 AM - 9 PM,TRUE
5530,Oncology,DEP-Sv28_5530,0,203,3,9 AM - 4 PM,TRUE
5531,Dermatology,DEP-RA81_5531,151,277,82,11 AM - 4 PM,TRUE
5532,Pharmacy,DEP-wK25_5532,126,392,76,9 AM - 9 PM,TRUE
5533,Radiology,DEP-hc46_5533,31,334,45,11 AM - 6 PM,TRUE
5534,Cardiology,DEP-lo79_5534,132,414,28,9 AM - 6 PM,TRUE
5535,Pharmacy,DEP-Ab46_5535,196,256,5,6 AM - 7 PM,TRUE
5536,Pediatrics,DEP-Jp12_5536,155,472,50,6 AM - 4 PM,TRUE
5537,Oncology,DEP-fb27_5537,89,365,87,6 AM - 9 PM,TRUE
5538,Neurology,DEP-iK23_5538,112,433,5,9 AM - 7 PM,TRUE
5539,ICU,DEP-wf61_5539,8,300,70,9 AM - 9 PM,TRUE
5540,Emergency,DEP-IT04_5540,80,210,88,6 AM - 7 PM,TRUE
5541,Neurology,DEP-oX65_5541,191,458,47,10 AM - 10 PM,TRUE
5542,Laboratory,DEP-yU44_5542,140,444,75,9 AM - 7 PM,TRUE
5543,Laboratory,DEP-jC42_5543,63,230,26,12 AM - 7 PM,TRUE
5544,Pediatrics,DEP-yb34_5544,94,500,87,12 AM - 6 PM,TRUE
5545,Cardiology,DEP-vp91_5545,125,79,59,7 AM - 5 PM,TRUE
5546,Radiology,DEP-UV57_5546,199,93,28,7 AM - 10 PM,TRUE
5547,Neurology,DEP-Fj34_5547,192,149,79,6 AM - 4 PM,TRUE
5548,Pediatrics,DEP-JA35_5548,12,359,60,12 AM - 6 PM,TRUE
5549,Oncology,DEP-kk68_5549,162,208,79,7 AM - 7 PM,TRUE
5550,Laboratory,DEP-DQ12_5550,57,210,62,11 AM - 10 PM,TRUE
5551,Oncology,DEP-aG67_5551,196,469,9,11 AM - 6 PM,TRUE
5552,Pediatrics,DEP-wS66_5552,180,443,86,6 AM - 9 PM,TRUE
5553,Oncology,DEP-re22_5553,172,419,30,12 AM - 6 PM,TRUE
5554,Surgery,DEP-IC76_5554,143,466,20,9 AM - 10 PM,TRUE
5555,Emergency,DEP-sE49_5555,44,485,44,7 AM - 9 PM,TRUE
5556,Pediatrics,DEP-Ld12_5556,186,291,76,8 AM - 9 PM,TRUE
5557,Orthopedics,DEP-ac35_5557,129,492,98,10 AM - 7 PM,TRUE
5558,ICU,DEP-tG18_5558,26,95,17,11 AM - 5 PM,TRUE
5559,Orthopedics,DEP-ji74_5559,19,185,81,11 AM - 5 PM,TRUE
5560,Orthopedics,DEP-Zn54_5560,96,92,14,10 AM - 7 PM,TRUE
5561,Surgery,DEP-UA04_5561,158,492,40,9 AM - 10 PM,TRUE
5562,Oncology,DEP-jh68_5562,67,372,81,8 AM - 7 PM,TRUE
5563,Pharmacy,DEP-YO15_5563,54,142,48,11 AM - 10 PM,TRUE
5564,Radiology,DEP-VW49_5564,73,89,15,10 AM - 4 PM,TRUE
5565,Neurology,DEP-qK25_5565,54,245,58,7 AM - 8 PM,TRUE
5566,Laboratory,DEP-QS06_5566,86,123,8,7 AM - 8 PM,TRUE
5567,Pharmacy,DEP-Xh41_5567,151,160,57,12 AM - 9 PM,TRUE
5568,Emergency,DEP-Xm97_5568,77,449,13,10 AM - 10 PM,TRUE
5569,Oncology,DEP-Hj81_5569,20,183,49,11 AM - 5 PM,TRUE
5570,Cardiology,DEP-QB30_5570,19,183,85,10 AM - 5 PM,TRUE
5571,Pediatrics,DEP-vR43_5571,82,186,8,6 AM - 4 PM,TRUE
5572,Oncology,DEP-GZ48_5572,43,327,27,9 AM - 4 PM,TRUE
5573,Cardiology,DEP-Hr18_5573,130,296,100,9 AM - 6 PM,TRUE
5574,Oncology,DEP-bz68_5574,11,424,74,6 AM - 7 PM,TRUE
5575,Dermatology,DEP-wg40_5575,27,328,31,12 AM - 7 PM,TRUE
5576,Orthopedics,DEP-fk02_5576,189,359,48,6 AM - 7 PM,TRUE
5577,Laboratory,DEP-QV43_5577,123,402,9,11 AM - 7 PM,TRUE
5578,Neurology,DEP-pb12_5578,127,125,6,8 AM - 8 PM,TRUE
5579,Emergency,DEP-tN60_5579,12,386,39,6 AM - 8 PM,TRUE
5580,ICU,DEP-ap86_5580,56,72,29,12 AM - 9 PM,TRUE
5581,Dermatology,DEP-TU21_5581,76,385,43,12 AM - 7 PM,TRUE
5582,ICU,DEP-dd86_5582,109,289,39,6 AM - 8 PM,TRUE
5583,Dermatology,DEP-Sm20_5583,9,215,92,11 AM - 10 PM,TRUE
5584,ICU,DEP-JL97_5584,174,60,50,12 AM - 6 PM,TRUE
5585,ICU,DEP-ff90_5585,184,413,97,9 AM - 9 PM,TRUE
5586,Pediatrics,DEP-pg71_5586,76,116,44,12 AM - 9 PM,TRUE
5587,Pharmacy,DEP-LD71_5587,152,280,88,6 AM - 4 PM,TRUE
5588,Pharmacy,DEP-jW16_5588,95,336,74,6 AM - 5 PM,TRUE
5589,Emergency,DEP-UG90_5589,36,346,51,9 AM - 4 PM,TRUE
5590,Radiology,DEP-Ps19_5590,44,110,43,7 AM - 4 PM,TRUE
5591,Laboratory,DEP-vx78_5591,101,423,18,12 AM - 10 PM,TRUE
5592,Orthopedics,DEP-nC11_5592,102,457,1,7 AM - 5 PM,TRUE
5593,Dermatology,DEP-Hk35_5593,146,426,97,6 AM - 8 PM,TRUE
5594,Surgery,DEP-kJ07_5594,70,313,2,7 AM - 10 PM,TRUE
5595,Pediatrics,DEP-Va78_5595,197,238,70,7 AM - 10 PM,TRUE
5596,Pediatrics,DEP-MW27_5596,174,479,80,11 AM - 4 PM,TRUE
5597,Dermatology,DEP-hA37_5597,92,279,31,12 AM - 6 PM,TRUE
5598,Oncology,DEP-JS60_5598,79,223,33,9 AM - 8 PM,TRUE
5599,Pharmacy,DEP-Ej19_5599,180,226,16,6 AM - 5 PM,TRUE
5600,Radiology,DEP-WL39_5600,12,463,98,6 AM - 5 PM,TRUE
5601,Pediatrics,DEP-EF64_5601,22,342,43,8 AM - 8 PM,TRUE
5602,ICU,DEP-Fv83_5602,148,56,29,8 AM - 10 PM,TRUE
5603,Neurology,DEP-Jg76_5603,126,302,11,12 AM - 7 PM,TRUE
5604,Pediatrics,DEP-Yw85_5604,8,226,53,10 AM - 7 PM,TRUE
5605,ICU,DEP-ak80_5605,77,87,17,8 AM - 9 PM,TRUE
5606,Cardiology,DEP-mZ44_5606,84,97,51,8 AM - 8 PM,TRUE
5607,Laboratory,DEP-lk36_5607,161,334,76,8 AM - 5 PM,TRUE
5608,Oncology,DEP-cY69_5608,98,336,34,6 AM - 10 PM,TRUE
5609,Dermatology,DEP-Jw96_5609,117,287,86,9 AM - 10 PM,TRUE
5610,Cardiology,DEP-QE46_5610,99,193,29,8 AM - 6 PM,TRUE
5611,Laboratory,DEP-RR67_5611,162,392,30,12 AM - 4 PM,TRUE
5612,Pediatrics,DEP-NS16_5612,11,166,29,7 AM - 6 PM,TRUE
5613,Pharmacy,DEP-xS39_5613,184,421,58,8 AM - 10 PM,TRUE
5614,Radiology,DEP-ud21_5614,87,109,100,6 AM - 6 PM,TRUE
5615,Emergency,DEP-tj16_5615,11,350,39,11 AM - 10 PM,TRUE
5616,Pharmacy,DEP-Ea10_5616,55,481,15,10 AM - 4 PM,TRUE
5617,Dermatology,DEP-cP35_5617,5,488,44,12 AM - 6 PM,TRUE
5618,Oncology,DEP-sn42_5618,13,282,77,12 AM - 10 PM,TRUE
5619,ICU,DEP-Io19_5619,183,203,62,9 AM - 10 PM,TRUE
5620,Neurology,DEP-sG48_5620,27,76,62,10 AM - 7 PM,TRUE
5621,Radiology,DEP-at30_5621,115,235,38,11 AM - 9 PM,TRUE
5622,Dermatology,DEP-ZZ69_5622,87,286,20,10 AM - 8 PM,TRUE
5623,Orthopedics,DEP-oc05_5623,42,248,88,10 AM - 5 PM,TRUE
5624,Emergency,DEP-ey15_5624,86,187,88,6 AM - 10 PM,TRUE
5625,ICU,DEP-yS58_5625,2,361,65,8 AM - 9 PM,TRUE
5626,Emergency,DEP-oQ63_5626,89,429,54,6 AM - 10 PM,TRUE
5627,Dermatology,DEP-tJ53_5627,185,352,94,10 AM - 5 PM,TRUE
5628,Neurology,DEP-ub10_5628,55,315,17,9 AM - 10 PM,TRUE
5629,Cardiology,DEP-Aq47_5629,159,442,57,9 AM - 7 PM,TRUE
5630,ICU,DEP-ZL78_5630,95,289,6,12 AM - 9 PM,TRUE
5631,ICU,DEP-Ep15_5631,144,472,53,7 AM - 7 PM,TRUE
5632,Oncology,DEP-VW55_5632,119,351,24,11 AM - 10 PM,TRUE
5633,Neurology,DEP-Xe28_5633,171,452,11,6 AM - 7 PM,TRUE
5634,Surgery,DEP-io51_5634,31,116,71,10 AM - 7 PM,TRUE
5635,Orthopedics,DEP-FG59_5635,169,456,5,9 AM - 8 PM,TRUE
5636,Radiology,DEP-qj55_5636,51,133,30,7 AM - 9 PM,TRUE
5637,Cardiology,DEP-Dk09_5637,36,160,79,10 AM - 5 PM,TRUE
5638,Radiology,DEP-js60_5638,97,61,52,12 AM - 9 PM,TRUE
5639,Dermatology,DEP-Xr65_5639,144,182,91,7 AM - 9 PM,TRUE
5640,Dermatology,DEP-jc77_5640,156,226,84,7 AM - 5 PM,TRUE
5641,Oncology,DEP-gb17_5641,137,500,51,8 AM - 10 PM,TRUE
5642,ICU,DEP-GD30_5642,78,96,18,10 AM - 6 PM,TRUE
5643,Oncology,DEP-Zq56_5643,183,477,7,6 AM - 10 PM,TRUE
5644,Radiology,DEP-PW78_5644,64,321,72,8 AM - 6 PM,TRUE
5645,Surgery,DEP-ng70_5645,62,104,15,10 AM - 9 PM,TRUE
5646,Radiology,DEP-oH54_5646,42,235,45,8 AM - 5 PM,TRUE
5647,Surgery,DEP-se27_5647,63,277,53,12 AM - 6 PM,TRUE
5648,Surgery,DEP-TD85_5648,85,459,4,9 AM - 8 PM,TRUE
5649,Emergency,DEP-dk26_5649,135,376,58,10 AM - 7 PM,TRUE
5650,Laboratory,DEP-qX25_5650,46,71,30,11 AM - 8 PM,TRUE
5651,Orthopedics,DEP-zj68_5651,31,177,10,9 AM - 4 PM,TRUE
5652,ICU,DEP-Ht28_5652,183,216,72,9 AM - 7 PM,TRUE
5653,ICU,DEP-Bq76_5653,198,345,85,7 AM - 8 PM,TRUE
5654,ICU,DEP-Py07_5654,134,447,62,7 AM - 8 PM,TRUE
5655,Pediatrics,DEP-Ee32_5655,179,89,33,12 AM - 5 PM,TRUE
5656,ICU,DEP-nU35_5656,92,458,53,7 AM - 8 PM,TRUE
5657,Oncology,DEP-AS67_5657,170,345,51,8 AM - 6 PM,TRUE
5658,Dermatology,DEP-nH92_5658,2,170,25,12 AM - 5 PM,TRUE
5659,Oncology,DEP-Md87_5659,1,59,42,6 AM - 9 PM,TRUE
5660,Orthopedics,DEP-HH04_5660,134,299,40,8 AM - 9 PM,TRUE
5661,Orthopedics,DEP-ld93_5661,5,125,88,7 AM - 9 PM,TRUE
5662,Neurology,DEP-Xp55_5662,185,300,47,8 AM - 6 PM,TRUE
5663,Neurology,DEP-Yb05_5663,101,191,68,9 AM - 8 PM,TRUE
5664,Laboratory,DEP-Xj89_5664,178,84,8,12 AM - 6 PM,TRUE
5665,Dermatology,DEP-AV39_5665,33,497,60,8 AM - 9 PM,TRUE
5666,Neurology,DEP-CB59_5666,91,137,52,11 AM - 9 PM,TRUE
5667,Radiology,DEP-mR05_5667,70,137,7,7 AM - 10 PM,TRUE
5668,Cardiology,DEP-Cd56_5668,123,323,99,8 AM - 6 PM,TRUE
5669,Pediatrics,DEP-MD78_5669,3,343,48,10 AM - 7 PM,TRUE
5670,Pediatrics,DEP-qk55_5670,176,334,28,9 AM - 8 PM,TRUE
5671,Dermatology,DEP-Tb19_5671,12,457,12,12 AM - 6 PM,TRUE
5672,Oncology,DEP-jl84_5672,152,128,30,7 AM - 7 PM,TRUE
5673,Neurology,DEP-Vi36_5673,68,429,85,10 AM - 6 PM,TRUE
5674,ICU,DEP-dT32_5674,162,285,1,6 AM - 6 PM,TRUE
5675,Pharmacy,DEP-Eg22_5675,27,339,56,9 AM - 8 PM,TRUE
5676,Laboratory,DEP-xP17_5676,33,64,80,7 AM - 6 PM,TRUE
5677,ICU,DEP-hF69_5677,33,73,16,12 AM - 8 PM,TRUE
5678,Emergency,DEP-dX62_5678,185,419,46,7 AM - 5 PM,TRUE
5679,Pharmacy,DEP-Ix29_5679,38,339,58,12 AM - 4 PM,TRUE
5680,ICU,DEP-Jz44_5680,165,485,26,12 AM - 7 PM,TRUE
5681,Emergency,DEP-cx83_5681,41,353,14,8 AM - 8 PM,TRUE
5682,Surgery,DEP-La16_5682,31,89,55,12 AM - 5 PM,TRUE
5683,Neurology,DEP-lb92_5683,72,357,22,6 AM - 10 PM,TRUE
5684,Surgery,DEP-YJ69_5684,117,204,90,12 AM - 4 PM,TRUE
5685,Orthopedics,DEP-lR14_5685,76,337,60,12 AM - 5 PM,TRUE
5686,Orthopedics,DEP-ed47_5686,98,116,45,10 AM - 4 PM,TRUE
5687,Pharmacy,DEP-eC80_5687,17,141,39,11 AM - 8 PM,TRUE
5688,Pharmacy,DEP-Zf03_5688,115,170,98,11 AM - 7 PM,TRUE
5689,Oncology,DEP-Ra05_5689,43,434,34,8 AM - 5 PM,TRUE
5690,Pediatrics,DEP-mn49_5690,161,225,39,10 AM - 7 PM,TRUE
5691,Orthopedics,DEP-lq67_5691,154,493,49,8 AM - 7 PM,TRUE
5692,Surgery,DEP-oh69_5692,103,435,92,12 AM - 6 PM,TRUE
5693,Emergency,DEP-rY29_5693,173,381,6,12 AM - 5 PM,TRUE
5694,Pediatrics,DEP-Ja63_5694,69,323,83,6 AM - 9 PM,TRUE
5695,Orthopedics,DEP-cV39_5695,75,291,75,12 AM - 7 PM,TRUE
5696,Laboratory,DEP-dk54_5696,7,419,7,10 AM - 6 PM,TRUE
5697,ICU,DEP-Ju99_5697,16,264,90,8 AM - 7 PM,TRUE
5698,Oncology,DEP-VM93_5698,106,115,37,7 AM - 7 PM,TRUE
5699,Pharmacy,DEP-Sk27_5699,199,405,18,7 AM - 6 PM,TRUE
5700,ICU,DEP-If72_5700,39,66,29,9 AM - 10 PM,TRUE
5701,Cardiology,DEP-yo91_5701,152,439,11,11 AM - 6 PM,TRUE
5702,Neurology,DEP-XK04_5702,173,220,19,9 AM - 5 PM,TRUE
5703,Pharmacy,DEP-BT02_5703,29,435,59,7 AM - 10 PM,TRUE
5704,Dermatology,DEP-Pv76_5704,79,83,34,9 AM - 10 PM,TRUE
5705,Dermatology,DEP-JP72_5705,146,453,2,6 AM - 9 PM,TRUE
5706,Emergency,DEP-LF53_5706,68,114,79,12 AM - 5 PM,TRUE
5707,Surgery,DEP-bC95_5707,156,320,95,8 AM - 7 PM,TRUE
5708,Orthopedics,DEP-IB08_5708,40,344,69,11 AM - 5 PM,TRUE
5709,ICU,DEP-VF06_5709,106,400,54,11 AM - 7 PM,TRUE
5710,Neurology,DEP-kc60_5710,90,177,77,6 AM - 10 PM,TRUE
5711,Orthopedics,DEP-Kk01_5711,110,443,21,11 AM - 6 PM,TRUE
5712,Pharmacy,DEP-lX02_5712,199,170,52,8 AM - 4 PM,TRUE
5713,Pharmacy,DEP-pN54_5713,51,123,78,10 AM - 4 PM,TRUE
5714,Pharmacy,DEP-IK44_5714,162,78,56,8 AM - 10 PM,TRUE
5715,Dermatology,DEP-lk93_5715,17,492,83,8 AM - 6 PM,TRUE
5716,Oncology,DEP-nl33_5716,128,300,32,12 AM - 9 PM,TRUE
5717,Surgery,DEP-we23_5717,66,387,7,11 AM - 6 PM,TRUE
5718,Laboratory,DEP-PZ25_5718,63,113,52,10 AM - 7 PM,TRUE
5719,Pharmacy,DEP-hN50_5719,180,433,8,11 AM - 7 PM,TRUE
5720,Surgery,DEP-sv35_5720,68,342,29,10 AM - 5 PM,TRUE
5721,Pediatrics,DEP-zL03_5721,175,344,52,10 AM - 4 PM,TRUE
5722,Surgery,DEP-sS88_5722,54,428,100,11 AM - 8 PM,TRUE
5723,Pharmacy,DEP-WX93_5723,88,139,66,9 AM - 8 PM,TRUE
5724,Surgery,DEP-sp32_5724,116,151,32,12 AM - 10 PM,TRUE
5725,Pediatrics,DEP-Bi29_5725,63,60,62,7 AM - 6 PM,TRUE
5726,Pediatrics,DEP-wK80_5726,161,479,87,7 AM - 4 PM,TRUE
5727,Pediatrics,DEP-hi83_5727,108,208,13,12 AM - 5 PM,TRUE
5728,Radiology,DEP-kL41_5728,194,293,33,6 AM - 9 PM,TRUE
5729,Pediatrics,DEP-WM75_5729,182,469,59,7 AM - 4 PM,TRUE
5730,Pediatrics,DEP-MN59_5730,88,72,42,6 AM - 7 PM,TRUE
5731,Orthopedics,DEP-jp01_5731,63,470,17,8 AM - 4 PM,TRUE
5732,Oncology,DEP-eE63_5732,181,95,47,8 AM - 6 PM,TRUE
5733,Cardiology,DEP-xr49_5733,150,186,82,11 AM - 4 PM,TRUE
5734,Orthopedics,DEP-yl10_5734,38,381,88,11 AM - 6 PM,TRUE
5735,Dermatology,DEP-Kn41_5735,78,86,11,10 AM - 8 PM,TRUE
5736,Surgery,DEP-Yg59_5736,95,488,12,7 AM - 6 PM,TRUE
5737,Emergency,DEP-zC22_5737,9,298,99,10 AM - 4 PM,TRUE
5738,Pediatrics,DEP-Ex31_5738,187,226,3,8 AM - 9 PM,TRUE
5739,Pharmacy,DEP-Br62_5739,176,208,79,8 AM - 10 PM,TRUE
5740,ICU,DEP-QG52_5740,182,497,61,6 AM - 6 PM,TRUE
5741,Surgery,DEP-yg64_5741,91,304,16,9 AM - 7 PM,TRUE
5742,Orthopedics,DEP-Bh09_5742,131,373,84,7 AM - 6 PM,TRUE
5743,Pediatrics,DEP-aK30_5743,4,480,56,6 AM - 9 PM,TRUE
5744,Orthopedics,DEP-ru28_5744,19,393,86,12 AM - 8 PM,TRUE
5745,Pharmacy,DEP-mk40_5745,110,171,41,7 AM - 4 PM,TRUE
5746,Oncology,DEP-wS11_5746,111,87,41,6 AM - 6 PM,TRUE
5747,Cardiology,DEP-au55_5747,80,360,72,11 AM - 7 PM,TRUE
5748,Laboratory,DEP-UX43_5748,166,265,77,9 AM - 7 PM,TRUE
5749,Radiology,DEP-Og19_5749,48,401,28,11 AM - 7 PM,TRUE
5750,Emergency,DEP-HC30_5750,10,431,98,10 AM - 4 PM,TRUE
5751,Cardiology,DEP-Oi97_5751,20,195,98,12 AM - 7 PM,TRUE
5752,Cardiology,DEP-ix79_5752,187,160,77,7 AM - 7 PM,TRUE
5753,Emergency,DEP-jf42_5753,152,156,5,8 AM - 10 PM,TRUE
5754,Laboratory,DEP-Yh58_5754,29,247,32,10 AM - 8 PM,TRUE
5755,Dermatology,DEP-tX20_5755,130,292,91,10 AM - 9 PM,TRUE
5756,Neurology,DEP-cB77_5756,135,468,88,8 AM - 7 PM,TRUE
5757,Surgery,DEP-mn69_5757,160,68,85,10 AM - 7 PM,TRUE
5758,Dermatology,DEP-LJ29_5758,194,335,69,12 AM - 5 PM,TRUE
5759,Oncology,DEP-wN51_5759,45,318,5,6 AM - 7 PM,TRUE
5760,Pharmacy,DEP-DT25_5760,124,130,1,11 AM - 9 PM,TRUE
5761,Laboratory,DEP-rd46_5761,171,492,38,9 AM - 5 PM,TRUE
5762,Oncology,DEP-VH85_5762,53,230,54,8 AM - 4 PM,TRUE
5763,Emergency,DEP-kX38_5763,57,422,93,11 AM - 10 PM,TRUE
5764,Emergency,DEP-iz67_5764,56,75,99,9 AM - 8 PM,TRUE
5765,Emergency,DEP-rz08_5765,194,356,75,11 AM - 8 PM,TRUE
5766,Neurology,DEP-Xk29_5766,164,180,45,8 AM - 8 PM,TRUE
5767,Dermatology,DEP-XO43_5767,118,90,34,9 AM - 7 PM,TRUE
5768,ICU,DEP-YL51_5768,9,272,49,10 AM - 8 PM,TRUE
5769,Oncology,DEP-kl28_5769,95,85,72,8 AM - 10 PM,TRUE
5770,Neurology,DEP-Wg50_5770,21,267,39,8 AM - 7 PM,TRUE
5771,Surgery,DEP-UY25_5771,171,361,47,12 AM - 7 PM,TRUE
5772,Radiology,DEP-Wt62_5772,63,434,12,10 AM - 4 PM,TRUE
5773,Pediatrics,DEP-Am28_5773,150,125,3,11 AM - 4 PM,TRUE
5774,Surgery,DEP-Pa42_5774,135,477,45,9 AM - 6 PM,TRUE
5775,Pediatrics,DEP-pr22_5775,197,290,91,9 AM - 7 PM,TRUE
5776,Cardiology,DEP-Kl49_5776,173,152,13,9 AM - 7 PM,TRUE
5777,Neurology,DEP-MS00_5777,151,450,21,12 AM - 7 PM,TRUE
5778,Surgery,DEP-kS66_5778,72,330,62,11 AM - 5 PM,TRUE
5779,Neurology,DEP-Az02_5779,36,184,86,6 AM - 5 PM,TRUE
5780,Radiology,DEP-dL45_5780,86,214,4,11 AM - 4 PM,TRUE
5781,Radiology,DEP-le63_5781,151,66,65,11 AM - 9 PM,TRUE
5782,Laboratory,DEP-bT40_5782,144,350,71,12 AM - 5 PM,TRUE
5783,Dermatology,DEP-dV91_5783,161,284,31,10 AM - 8 PM,TRUE
5784,Orthopedics,DEP-op19_5784,79,243,13,9 AM - 5 PM,TRUE
5785,Pediatrics,DEP-Nl38_5785,197,194,32,10 AM - 5 PM,TRUE
5786,Cardiology,DEP-Df24_5786,7,347,11,8 AM - 5 PM,TRUE
5787,Orthopedics,DEP-ya93_5787,157,207,80,7 AM - 4 PM,TRUE
5788,Pharmacy,DEP-bH06_5788,182,192,14,9 AM - 8 PM,TRUE
5789,Surgery,DEP-Qc77_5789,69,261,97,9 AM - 5 PM,TRUE
5790,Pharmacy,DEP-zh64_5790,49,233,13,10 AM - 8 PM,TRUE
5791,Orthopedics,DEP-EB60_5791,37,222,20,9 AM - 10 PM,TRUE
5792,Laboratory,DEP-nT64_5792,103,78,1,7 AM - 5 PM,TRUE
5793,Cardiology,DEP-aK50_5793,33,164,37,6 AM - 6 PM,TRUE
5794,Pharmacy,DEP-lm37_5794,119,281,14,7 AM - 6 PM,TRUE
5795,Laboratory,DEP-CB61_5795,94,315,73,11 AM - 4 PM,TRUE
5796,Neurology,DEP-Rh23_5796,132,485,81,7 AM - 10 PM,TRUE
5797,Surgery,DEP-ha36_5797,17,261,52,9 AM - 4 PM,TRUE
5798,Orthopedics,DEP-sT94_5798,55,346,17,9 AM - 8 PM,TRUE
5799,Radiology,DEP-im64_5799,124,375,79,6 AM - 8 PM,TRUE
5800,Pediatrics,DEP-wr16_5800,106,92,42,7 AM - 7 PM,TRUE
