workplace,doctor_id
University Hospital,73658
Rural Health Unit,4413
Clinic B,20252
Private Practice,85062
University Hospital,78695
Clinic A,34699
Emergency Center,46297
Clinic B,21410
University Hospital,2882
Emergency Center,50398
Rural Health Unit,4264
Rural Health Unit,37733
Clinic A,26813
Private Practice,89117
University Hospital,63703
Rural Health Unit,76923
Rural Health Unit,61215
Clinic A,31939
Clinic A,39758
Main Hospital,1952
Emergency Center,3991
Main Hospital,43573
Clinic A,46176
University Hospital,10197
Clinic B,39324
Private Practice,75290
Rural Health Unit,76912
Private Practice,8142
Main Hospital,74604
Clinic B,17376
Main Hospital,20190
Rural Health Unit,58556
Private Practice,20059
Emergency Center,37096
Rural Health Unit,6478
Private Practice,46615
Private Practice,73170
Clinic B,91665
Main Hospital,46677
Clinic A,6660
University Hospital,73289
Clinic A,72874
Emergency Center,4724
Emergency Center,48307
Main Hospital,26818
Clinic A,88849
Private Practice,24240
Clinic B,22224
Main Hospital,38948
Main Hospital,56659
Clinic A,30485
Rural Health Unit,57011
University Hospital,60699
Emergency Center,53276
Private Practice,39629
Clinic B,33717
Emergency Center,52871
Private Practice,99484
Main Hospital,51180
University Hospital,23863
Main Hospital,84620
University Hospital,61303
Clinic A,67460
Private Practice,43214
Rural Health Unit,87305
Emergency Center,279
Main Hospital,83519
University Hospital,54294
University Hospital,46547
Main Hospital,11505
Emergency Center,48320
Private Practice,45560
Clinic A,41497
Clinic A,24330
Clinic B,26845
Clinic B,71823
Rural Health Unit,47661
Clinic B,47428
Rural Health Unit,80795
Emergency Center,25393
Private Practice,94312
Rural Health Unit,14252
Private Practice,37029
Clinic B,16549
Clinic B,52185
Emergency Center,44532
Clinic B,19633
Clinic A,97961
Main Hospital,89808
Clinic A,9963
Clinic A,59459
Rural Health Unit,75281
Rural Health Unit,69432
University Hospital,7348
Main Hospital,29779
Clinic A,69248
Main Hospital,94469
Clinic A,4296
Emergency Center,94818
Emergency Center,92886
Clinic B,75712
Emergency Center,59092
Main Hospital,35331
University Hospital,22232
Clinic B,74107
Rural Health Unit,79315
Clinic A,73767
Emergency Center,47590
Clinic B,32420
Emergency Center,65479
Clinic B,92301
Rural Health Unit,48314
Main Hospital,34204
Main Hospital,55755
Clinic A,53827
Rural Health Unit,73546
Private Practice,28872
Clinic B,72842
Rural Health Unit,90478
Private Practice,87422
Private Practice,11092
University Hospital,13786
Main Hospital,58929
Clinic A,21920
Rural Health Unit,95595
Rural Health Unit,87846
Clinic B,97911
Clinic A,70954
Main Hospital,58887
Private Practice,81651
Clinic A,79221
Clinic B,10519
Emergency Center,75750
University Hospital,55080
Main Hospital,82197
Private Practice,84068
Clinic B,43448
Clinic B,64351
Rural Health Unit,87091
Clinic A,16716
Main Hospital,43993
Emergency Center,57590
Rural Health Unit,86529
Emergency Center,87728
University Hospital,10025
Private Practice,20699
University Hospital,91990
Clinic A,25831
Main Hospital,624
Emergency Center,75918
Main Hospital,39300
Rural Health Unit,36491
Rural Health Unit,66182
Clinic A,14892
Main Hospital,27543
Main Hospital,4926
Main Hospital,90061
Rural Health Unit,425
Rural Health Unit,81655
Clinic A,98402
Clinic A,81818
Clinic A,6648
Rural Health Unit,14202
Emergency Center,97021
Clinic B,52344
Private Practice,44010
Private Practice,18412
Private Practice,72341
Main Hospital,22339
University Hospital,22306
University Hospital,20975
Clinic B,896
Rural Health Unit,24846
Main Hospital,93140
Main Hospital,84751
Main Hospital,71271
Clinic A,16334
Private Practice,35797
Emergency Center,85803
Rural Health Unit,28538
Clinic A,71191
Main Hospital,96308
Rural Health Unit,31810
Rural Health Unit,20830
Rural Health Unit,40755
Clinic B,86596
Main Hospital,6790
Main Hospital,5205
Emergency Center,28660
Main Hospital,64624
Clinic A,36242
University Hospital,77674
Emergency Center,98754
Rural Health Unit,13552
Private Practice,82124
Emergency Center,5207
Emergency Center,30275
Main Hospital,55886
Emergency Center,92682
Private Practice,432
Emergency Center,52363
Clinic A,16416
Clinic B,9562
Clinic A,48599
Clinic A,4531
Clinic B,86435
Clinic B,44908
Emergency Center,96224
Clinic A,31110
Main Hospital,92020
University Hospital,26046
University Hospital,18340
University Hospital,58080
Clinic A,57833
Private Practice,9218
Clinic B,70128
Emergency Center,76213
Emergency Center,12520
University Hospital,88802
Emergency Center,33138
Main Hospital,8215
Main Hospital,24080
Clinic B,87128
Emergency Center,27924
Clinic A,5896
Emergency Center,38311
Clinic A,17453
Private Practice,78223
Rural Health Unit,49515
University Hospital,55511
Clinic A,60911
Private Practice,29256
Rural Health Unit,5090
University Hospital,11074
Rural Health Unit,65356
Main Hospital,5249
Emergency Center,66846
Rural Health Unit,31250
Private Practice,78767
Clinic B,32985
Emergency Center,7149
University Hospital,36582
Rural Health Unit,88312
Emergency Center,92826
Clinic B,70522
University Hospital,13874
University Hospital,36337
Clinic B,38672
Emergency Center,12422
Clinic B,68395
Clinic A,65216
Main Hospital,15397
Clinic B,6161
University Hospital,17642
Clinic A,63292
Main Hospital,29829
Rural Health Unit,65563
Rural Health Unit,61225
Clinic B,7757
Main Hospital,46828
Rural Health Unit,48130
Emergency Center,31723
University Hospital,89473
Clinic B,88048
Rural Health Unit,3541
University Hospital,85146
Clinic A,88460
Clinic A,32026
Main Hospital,55629
Clinic A,74825
Private Practice,36072
Clinic A,70164
Clinic B,69973
University Hospital,25539
Rural Health Unit,27034
Rural Health Unit,44048
Private Practice,76796
Main Hospital,38625
Rural Health Unit,63232
Clinic A,4446
University Hospital,69739
Rural Health Unit,97218
Rural Health Unit,29867
Emergency Center,76390
Clinic B,46429
Rural Health Unit,80543
Rural Health Unit,4073
Clinic A,92623
Clinic A,48723
Clinic A,33902
University Hospital,89873
Clinic B,54282
Rural Health Unit,59823
Private Practice,64620
Private Practice,17396
Clinic B,27350
University Hospital,35471
Main Hospital,87002
Private Practice,2085
Private Practice,62498
Clinic B,17672
University Hospital,23928
University Hospital,95867
Clinic A,24524
University Hospital,64188
Clinic A,74612
Rural Health Unit,46723
Rural Health Unit,73325
Emergency Center,6781
University Hospital,13821
Clinic B,97265
Clinic A,79500
Emergency Center,2429
Main Hospital,62598
Main Hospital,45504
Main Hospital,27486
Clinic A,47287
University Hospital,68914
Clinic A,60929
Main Hospital,58156
University Hospital,63516
Emergency Center,75371
Main Hospital,23065
Clinic B,65759
University Hospital,40431
Clinic A,90279
Rural Health Unit,25346
Clinic A,55803
Clinic B,72864
Private Practice,47173
Clinic A,84623
Rural Health Unit,66060
Rural Health Unit,59574
Rural Health Unit,56513
Clinic B,57480
Main Hospital,26333
Main Hospital,23387
Clinic A,87586
University Hospital,15441
Private Practice,32658
Clinic A,76936
Rural Health Unit,905
Main Hospital,70476
Rural Health Unit,9591
University Hospital,77110
Rural Health Unit,57827
Clinic B,3262
Main Hospital,58345
Clinic B,37186
Private Practice,31242
Private Practice,62653
Emergency Center,65744
University Hospital,40318
Main Hospital,95131
Clinic B,33847
Clinic B,76707
Clinic B,1874
Clinic A,880
Clinic A,63304
Private Practice,926
Emergency Center,40647
Rural Health Unit,98544
Private Practice,32991
Emergency Center,18307
Private Practice,8129
Clinic B,65703
Clinic A,648
Private Practice,77976
University Hospital,36127
Private Practice,26498
University Hospital,71301
Rural Health Unit,14220
Clinic B,65767
Clinic A,37951
Private Practice,79772
University Hospital,41599
Rural Health Unit,86079
Clinic A,86120
Emergency Center,32812
Clinic B,90767
Private Practice,16896
Private Practice,25680
Clinic B,63602
Clinic A,6371
Clinic A,10102
Private Practice,70782
Main Hospital,83485
Private Practice,94781
University Hospital,53481
Emergency Center,20402
Rural Health Unit,70577
Rural Health Unit,78027
University Hospital,18499
Main Hospital,36702
Clinic A,67566
University Hospital,512
Clinic B,63467
Rural Health Unit,16936
University Hospital,57781
Clinic A,42007
Private Practice,53252
University Hospital,97645
Main Hospital,9040
Emergency Center,83438
Clinic A,80351
Clinic B,24765
Private Practice,5688
Main Hospital,31774
Clinic A,11046
Clinic B,85648
Clinic B,24849
Clinic A,98139
Private Practice,20487
Main Hospital,21646
Rural Health Unit,20605
Private Practice,63229
Private Practice,5176
Private Practice,44840
Private Practice,52754
Clinic B,60623
Emergency Center,93288
Main Hospital,8527
Clinic B,26740
Clinic A,95563
Clinic A,76010
Private Practice,92450
Main Hospital,35657
Clinic B,42738
Clinic B,25947
Rural Health Unit,9186
Main Hospital,6060
Private Practice,18709
Main Hospital,87972
Main Hospital,17443
Emergency Center,43046
Emergency Center,86018
Private Practice,57449
Emergency Center,90155
Clinic A,27572
Emergency Center,43960
Emergency Center,49414
Emergency Center,42912
Clinic B,54115
University Hospital,35452
Emergency Center,54550
Main Hospital,50637
Rural Health Unit,65818
Emergency Center,35630
Rural Health Unit,10929
Rural Health Unit,39281
University Hospital,71363
Private Practice,61461
Rural Health Unit,64744
Private Practice,11935
Clinic A,28188
Clinic A,76013
Emergency Center,83513
Main Hospital,23256
Rural Health Unit,63426
Rural Health Unit,86912
Main Hospital,91639
Clinic B,27861
Main Hospital,28667
Clinic B,37313
Clinic B,93786
Main Hospital,4348
Main Hospital,1267
Clinic B,14946
Clinic A,49107
Emergency Center,30596
Clinic A,47309
Private Practice,61252
Main Hospital,21950
University Hospital,58449
Main Hospital,70387
Clinic B,66479
University Hospital,22365
University Hospital,3035
Emergency Center,36832
Private Practice,69155
Main Hospital,30498
Emergency Center,96185
Private Practice,35730
Clinic A,94094
University Hospital,58024
Emergency Center,71715
Clinic A,33504
Main Hospital,78189
Main Hospital,88396
Clinic B,11628
Clinic A,66874
Clinic A,7341
Emergency Center,32303
Private Practice,98705
University Hospital,57537
Private Practice,3799
Private Practice,43398
University Hospital,19997
Clinic B,59259
Private Practice,19499
Clinic B,62167
Clinic B,81185
Clinic A,89713
Main Hospital,65933
Main Hospital,34939
Emergency Center,45456
University Hospital,59503
University Hospital,30759
Rural Health Unit,53872
Emergency Center,12041
Clinic A,27758
Main Hospital,47767
Clinic B,38075
Main Hospital,34731
Emergency Center,82808
Main Hospital,31147
Clinic B,98622
Rural Health Unit,78149
Private Practice,28102
Private Practice,15499
University Hospital,48311
Emergency Center,90094
Clinic A,34088
Main Hospital,32898
Main Hospital,50322
Clinic A,82824
Clinic A,77979
Private Practice,19272
Clinic B,4846
Main Hospital,45874
Emergency Center,10668
Rural Health Unit,73127
Main Hospital,83738
Clinic B,97980
Rural Health Unit,51777
Emergency Center,4249
Emergency Center,1814
Emergency Center,55461
Private Practice,78593
Clinic B,92055
Main Hospital,75337
Private Practice,40879
University Hospital,88165
Emergency Center,30983
Clinic A,82925
Clinic B,54938
Emergency Center,63723
Clinic B,16977
Clinic A,13603
Emergency Center,7980
Main Hospital,20640
Clinic B,77425
Emergency Center,60128
Emergency Center,9967
Clinic B,86464
Clinic A,98502
Rural Health Unit,27397
Clinic B,6912
University Hospital,73435
Main Hospital,73955
Clinic A,92689
Rural Health Unit,21105
Private Practice,35536
Private Practice,53427
Main Hospital,18864
Main Hospital,66530
Private Practice,6326
Clinic B,36879
Rural Health Unit,7106
University Hospital,70816
Emergency Center,95009
Rural Health Unit,59627
University Hospital,39163
Clinic A,80397
University Hospital,18312
Main Hospital,81037
Rural Health Unit,26971
Emergency Center,44087
Rural Health Unit,18168
University Hospital,41920
Emergency Center,20602
University Hospital,96306
Private Practice,32669
Rural Health Unit,22134
Emergency Center,66485
University Hospital,34664
Clinic A,77262
Emergency Center,76333
Clinic B,56696
Main Hospital,9509
Emergency Center,68985
Rural Health Unit,61594
Private Practice,59169
Main Hospital,45051
University Hospital,10055
University Hospital,91888
University Hospital,39068
Rural Health Unit,35152
University Hospital,94051
Private Practice,64210
University Hospital,51283
Clinic A,42611
Main Hospital,73358
Rural Health Unit,31324
Emergency Center,15652
Clinic A,24625
Clinic A,51763
Clinic A,56315
Rural Health Unit,72541
Clinic A,55686
Clinic A,26852
Main Hospital,95915
Emergency Center,36905
Main Hospital,98716
Private Practice,2225
Emergency Center,19648
Clinic A,96587
Rural Health Unit,79689
Private Practice,4631
Clinic A,40440
Rural Health Unit,27134
University Hospital,15195
Clinic B,433
Clinic B,8795
Private Practice,65865
Rural Health Unit,55561
Main Hospital,32278
Main Hospital,25230
Emergency Center,36448
University Hospital,90242
Emergency Center,16533
University Hospital,44866
Clinic B,72803
Rural Health Unit,19891
Clinic B,46601
University Hospital,93459
Emergency Center,75280
Rural Health Unit,45400
Main Hospital,14224
Rural Health Unit,73757
Private Practice,62948
University Hospital,57269
University Hospital,91414
University Hospital,18565
Rural Health Unit,2000
Emergency Center,50182
Main Hospital,70111
Emergency Center,83084
Clinic A,80976
Clinic A,2287
University Hospital,47395
University Hospital,53166
University Hospital,64109
Rural Health Unit,31980
Main Hospital,35461
Main Hospital,86649
University Hospital,43321
Rural Health Unit,41449
Main Hospital,6782
Rural Health Unit,96117
Clinic B,27477
Rural Health Unit,65030
University Hospital,72675
Clinic B,49540
Emergency Center,38508
Clinic B,8881
Emergency Center,98040
Private Practice,58783
Emergency Center,32362
University Hospital,4754
University Hospital,9310
Emergency Center,72104
Main Hospital,13096
Clinic A,83052
Clinic B,98580
Emergency Center,73300
Clinic A,61591
University Hospital,64656
University Hospital,20458
Private Practice,4390
Private Practice,54741
Emergency Center,34902
Main Hospital,8407
Emergency Center,47643
Clinic B,58117
Private Practice,42354
Clinic A,13661
Main Hospital,30437
Private Practice,4859
Emergency Center,79759
Clinic B,33970
Clinic B,6766
Main Hospital,75770
Clinic B,44433
Rural Health Unit,25215
Rural Health Unit,96860
Clinic B,88043
Clinic B,32890
Clinic B,61524
Rural Health Unit,99277
Emergency Center,16102
Rural Health Unit,66902
Private Practice,75991
Private Practice,70668
Main Hospital,30440
Rural Health Unit,56504
Clinic A,75965
Clinic A,66026
Clinic B,48062
Private Practice,38295
Emergency Center,68662
Rural Health Unit,71352
Rural Health Unit,10228
Clinic B,97546
Clinic B,40841
Private Practice,10582
Emergency Center,89104
University Hospital,30784
Private Practice,40111
Main Hospital,75358
Clinic A,55966
Emergency Center,7881
Clinic A,13618
Rural Health Unit,49772
Emergency Center,82114
Private Practice,56436
Emergency Center,25564
Rural Health Unit,2006
University Hospital,83714
Rural Health Unit,70895
Clinic B,33387
Rural Health Unit,72404
Main Hospital,66538
University Hospital,66717
Rural Health Unit,469
Clinic A,5962
Main Hospital,98282
Clinic B,6006
Private Practice,30192
University Hospital,30404
Emergency Center,20232
Clinic A,3447
Rural Health Unit,16782
Rural Health Unit,87958
University Hospital,15455
University Hospital,6813
Main Hospital,14053
Clinic A,3874
Clinic A,36312
Rural Health Unit,38505
Clinic A,17707
Rural Health Unit,34513
Main Hospital,77884
Clinic A,76759
Main Hospital,52711
Emergency Center,90431
Main Hospital,97067
Clinic B,19591
Private Practice,35079
Clinic A,81804
Clinic B,85650
Clinic B,38047
Rural Health Unit,94346
Emergency Center,4841
University Hospital,79056
Emergency Center,62819
Private Practice,26289
Main Hospital,76094
Private Practice,65131
Main Hospital,21174
Clinic A,88792
Clinic B,30356
Emergency Center,57626
University Hospital,50467
Emergency Center,76919
Clinic A,69996
Rural Health Unit,8386
Emergency Center,48222
University Hospital,54568
University Hospital,16155
Clinic B,40032
Clinic B,5916
Clinic A,58265
Rural Health Unit,23129
Clinic B,27018
Private Practice,19556
Rural Health Unit,53459
Private Practice,73438
Main Hospital,7843
Clinic B,56382
Main Hospital,265
Emergency Center,20683
Main Hospital,53609
Clinic A,57385
Rural Health Unit,90247
University Hospital,99755
Rural Health Unit,3082
Clinic A,52119
Rural Health Unit,40895
Clinic A,55182
Private Practice,67157
Clinic A,41978
Private Practice,31137
Clinic A,88082
Clinic B,42332
Private Practice,82209
Emergency Center,43901
University Hospital,87232
Main Hospital,43637
Rural Health Unit,99248
Rural Health Unit,17482
Rural Health Unit,87240
Private Practice,4734
Main Hospital,88294
Emergency Center,52054
Clinic A,84955
Private Practice,98997
Clinic A,32828
University Hospital,43808
Rural Health Unit,20906
Main Hospital,89554
Clinic A,16712
Clinic B,12423
University Hospital,94442
Rural Health Unit,32908
Clinic B,67544
Private Practice,42418
Private Practice,5478
Private Practice,44553
Clinic B,49368
Emergency Center,77371
Emergency Center,53861
Rural Health Unit,9841
Clinic B,18898
Emergency Center,6759
Clinic B,22565
Clinic A,34041
Emergency Center,46454
Clinic B,81739
Private Practice,38102
University Hospital,92594
Rural Health Unit,29636
University Hospital,33380
Emergency Center,47719
University Hospital,15541
Main Hospital,40932
Main Hospital,18449
University Hospital,22542
Private Practice,87071
Rural Health Unit,18200
Rural Health Unit,33333
Clinic B,4288
University Hospital,65160
Private Practice,2323
University Hospital,27990
University Hospital,97384
Clinic B,98096
Clinic B,97607
Private Practice,86752
Main Hospital,73113
Emergency Center,62348
Main Hospital,18673
Clinic B,16796
Clinic B,33063
Private Practice,68883
Clinic B,56619
Rural Health Unit,51935
Clinic B,43414
Clinic B,40773
Private Practice,89452
Private Practice,41580
Private Practice,62154
Clinic B,8945
Clinic A,10279
Clinic A,17703
University Hospital,82623
Rural Health Unit,55380
Clinic A,81563
Main Hospital,20145
Rural Health Unit,3046
Rural Health Unit,7563
Rural Health Unit,33208
Rural Health Unit,82898
University Hospital,34756
Emergency Center,86370
Private Practice,45818
Clinic B,15068
Private Practice,28461
Clinic A,88540
Private Practice,50856
Main Hospital,9122
Private Practice,61644
Emergency Center,86554
Clinic B,92796
Clinic B,19865
Emergency Center,37988
Emergency Center,96383
Emergency Center,48721
Private Practice,41966
Main Hospital,68497
University Hospital,54420
Private Practice,79874
University Hospital,14066
Rural Health Unit,33510
Clinic A,44157
Clinic B,51127
Private Practice,7403
Private Practice,11849
Clinic A,98123
Private Practice,63272
University Hospital,60399
Private Practice,4840
Rural Health Unit,42684
Emergency Center,75219
Private Practice,74963
Clinic B,56958
University Hospital,90857
Clinic B,84691
Rural Health Unit,87350
Clinic A,16992
Rural Health Unit,752
Private Practice,79738
University Hospital,80277
Clinic A,53731
Clinic B,65383
Main Hospital,99377
Emergency Center,6437
Clinic A,97933
Private Practice,73664
Clinic B,33244
Private Practice,49404
Rural Health Unit,30666
University Hospital,62850
Rural Health Unit,22317
Clinic A,38033
Private Practice,42353
Clinic B,17113
Private Practice,55976
Main Hospital,53698
Clinic A,57551
Clinic B,57831
Clinic A,78066
Private Practice,80225
Rural Health Unit,31871
Clinic B,36394
Emergency Center,59651
Rural Health Unit,71864
Clinic B,87662
Clinic B,83787
Clinic B,96919
University Hospital,95598
Clinic B,16473
Emergency Center,79962
Rural Health Unit,31030
Main Hospital,41126
Emergency Center,66030
Main Hospital,73418
Rural Health Unit,62402
Private Practice,59723
University Hospital,3568
University Hospital,1459
University Hospital,92308
Main Hospital,80236
Emergency Center,20753
Clinic A,96709
University Hospital,72239
Main Hospital,41383
Rural Health Unit,65642
Private Practice,25663
Emergency Center,81161
University Hospital,10757
Clinic B,8496
Emergency Center,3682
Main Hospital,14632
Rural Health Unit,62841
Rural Health Unit,69360
Clinic A,26763
Clinic A,51729
Clinic A,45861
Clinic B,38090
Emergency Center,46372
University Hospital,69886
Emergency Center,42642
Clinic A,82481
Clinic B,11225
Rural Health Unit,1805
Private Practice,50122
Clinic A,85774
Rural Health Unit,72578
Main Hospital,89361
Emergency Center,43520
Clinic B,51608
Private Practice,42625
Clinic A,30895
Clinic B,84790
Private Practice,79622
Main Hospital,71928
Main Hospital,13695
Emergency Center,74007
Clinic B,65678
Clinic A,29213
Rural Health Unit,12573
Rural Health Unit,48456
Clinic A,52747
University Hospital,46485
Rural Health Unit,7854
Clinic A,28897
Emergency Center,36404
Rural Health Unit,58693
Rural Health Unit,48493
Rural Health Unit,54275
Main Hospital,95721
Clinic A,2741
University Hospital,21598
Emergency Center,36872
Private Practice,445
Emergency Center,42670
Emergency Center,19980
Emergency Center,1165
Emergency Center,63077
Emergency Center,22534
Main Hospital,26938
Main Hospital,13804
University Hospital,31960
Clinic A,57536
Private Practice,83172
Clinic B,76489
Main Hospital,26378
Clinic B,53591
Rural Health Unit,85083
Rural Health Unit,52013
University Hospital,1941
Clinic A,26175
Main Hospital,36640
Private Practice,78248
Main Hospital,36179
Private Practice,47117
Private Practice,2816
Clinic A,93811
Clinic A,22883
Private Practice,18953
Clinic B,19191
Clinic B,5650
Clinic A,62923
Main Hospital,17818
Emergency Center,46375
University Hospital,69913
University Hospital,21490
Clinic B,89902
Clinic A,81149
Main Hospital,87157
Rural Health Unit,37295
Main Hospital,70026
Clinic B,15362
Clinic B,17718
Emergency Center,14697
Private Practice,64133
University Hospital,40800
University Hospital,22767
University Hospital,68582
Clinic B,44064
Emergency Center,80880
Private Practice,29756
Clinic A,99269
Clinic B,10930
Emergency Center,24325
Clinic B,7151
Rural Health Unit,52246
Clinic A,20468
Clinic A,78913
Rural Health Unit,43836
Emergency Center,1522
Main Hospital,46938
Clinic A,56649
Clinic A,92343
Private Practice,52016
Clinic A,48015
Clinic A,61711
Private Practice,81794
Main Hospital,21392
University Hospital,92162
University Hospital,12928
Clinic A,34484
Main Hospital,28420
Clinic B,93579
Private Practice,40667
Private Practice,25173
Rural Health Unit,60490
Main Hospital,69764
Emergency Center,41667
Private Practice,74676
Clinic B,7503
Rural Health Unit,35551
University Hospital,41563
University Hospital,19117
Main Hospital,16553
University Hospital,7184
Main Hospital,31203
Private Practice,55664
Main Hospital,76085
Private Practice,90574
Rural Health Unit,83986
Main Hospital,71214
Main Hospital,98226
Private Practice,29808
Main Hospital,40165
Emergency Center,32585
Emergency Center,20478
Emergency Center,63397
Main Hospital,2430
University Hospital,58679
Clinic B,86140
Emergency Center,8836
Private Practice,26933
Clinic A,12432
Clinic A,63958
Private Practice,97665
Private Practice,15433
Private Practice,27481
Main Hospital,302
Clinic B,16159
Emergency Center,36604
Private Practice,85269
Main Hospital,19799
Private Practice,34197
University Hospital,37681
Clinic B,84016
University Hospital,79664
University Hospital,64036
Private Practice,82160
Clinic A,42024
Emergency Center,3851
Rural Health Unit,36558
Main Hospital,18275
University Hospital,63451
Private Practice,75434
University Hospital,46302
Main Hospital,14628
Clinic B,855
Main Hospital,30393
Rural Health Unit,70819
Main Hospital,16161
Emergency Center,34941
Clinic A,1999
University Hospital,26799
Clinic A,72798
Rural Health Unit,95572
Clinic B,44644
Rural Health Unit,38638
University Hospital,49981
Clinic A,52637
Clinic B,94192
Private Practice,97460
Emergency Center,33506
Clinic B,28168
Clinic A,76114
Main Hospital,16985
University Hospital,90803
Emergency Center,7945
Clinic A,93913
Private Practice,59021
Emergency Center,79343
Clinic B,79231
Clinic A,34478
Main Hospital,94276
Main Hospital,41234
Private Practice,63484
Main Hospital,41413
Main Hospital,29370
Rural Health Unit,82463
University Hospital,35621
Private Practice,4903
Emergency Center,50468
Clinic A,2480
Main Hospital,41452
Rural Health Unit,43437
University Hospital,46255
Main Hospital,43240
Private Practice,65176
Private Practice,13306
Main Hospital,15943
Clinic B,13060
Private Practice,47903
Clinic A,71072
Emergency Center,58187
Clinic B,59973
Clinic B,69503
Emergency Center,40571
Main Hospital,84457
Main Hospital,98558
Rural Health Unit,61606
Clinic A,45955
Rural Health Unit,74927
Main Hospital,98769
Rural Health Unit,49879
Clinic B,65040
Clinic B,15306
Rural Health Unit,77491
Private Practice,36368
Clinic B,4462
Emergency Center,47866
Private Practice,80963
Main Hospital,51045
Main Hospital,46784
Rural Health Unit,53739
Rural Health Unit,74094
Main Hospital,61623
Main Hospital,66520
Rural Health Unit,30769
Clinic A,57039
Private Practice,25761
Private Practice,46515
Clinic A,36463
Clinic B,51064
Clinic B,79611
Emergency Center,80353
University Hospital,2770
Clinic B,27328
Private Practice,93861
Main Hospital,49720
Clinic B,39390
Rural Health Unit,60574
Clinic B,12568
Clinic A,98218
Main Hospital,84712
Emergency Center,63133
Emergency Center,50450
Emergency Center,7039
Clinic B,89624
Rural Health Unit,6105
Emergency Center,19095
Private Practice,61060
Rural Health Unit,31534
Emergency Center,57173
Rural Health Unit,50272
Emergency Center,49434
Private Practice,13150
Rural Health Unit,37442
Clinic A,17648
Main Hospital,23597
Clinic A,41661
Private Practice,14916
Private Practice,62540
Main Hospital,74347
Rural Health Unit,30568
Clinic A,78061
Main Hospital,12806
Emergency Center,80816
University Hospital,2038
Emergency Center,77799
Rural Health Unit,35500
University Hospital,73021
Private Practice,41396
Emergency Center,53273
Clinic A,92115
University Hospital,54675
Emergency Center,1078
Rural Health Unit,77419
Clinic B,99625
University Hospital,14335
Main Hospital,2760
Rural Health Unit,22335
Private Practice,34426
Rural Health Unit,34154
Private Practice,70623
Clinic A,57442
Emergency Center,58228
Emergency Center,15256
Main Hospital,10301
Emergency Center,55828
Emergency Center,51306
Main Hospital,10949
Main Hospital,59920
Clinic B,32823
Private Practice,81937
Clinic B,12103
Main Hospital,15377
Private Practice,97690
Rural Health Unit,36751
Private Practice,77726
University Hospital,69914
Rural Health Unit,99004
Private Practice,70741
University Hospital,22072
Private Practice,29685
University Hospital,16154
Clinic A,53198
Private Practice,50562
Rural Health Unit,24642
Clinic B,72034
University Hospital,73288
University Hospital,65276
Private Practice,98916
Private Practice,67538
University Hospital,30335
Main Hospital,93659
Emergency Center,74086
Private Practice,37306
Private Practice,72672
Clinic A,69437
Emergency Center,574
Clinic B,71489
Private Practice,71056
Private Practice,20960
Private Practice,24088
Emergency Center,24711
Clinic A,62125
Rural Health Unit,81574
Rural Health Unit,12135
University Hospital,64567
University Hospital,56075
Main Hospital,53368
Main Hospital,58729
Private Practice,48448
Clinic A,26043
University Hospital,26684
Rural Health Unit,9111
Emergency Center,38991
Rural Health Unit,41303
Emergency Center,48255
Rural Health Unit,30501
Clinic A,62773
Main Hospital,26014
Rural Health Unit,68832
Emergency Center,3551
Clinic B,40676
Clinic A,39742
Clinic B,41219
Clinic B,65990
Main Hospital,19298
University Hospital,76125
Clinic A,47439
University Hospital,66454
Private Practice,69127
Emergency Center,50752
Emergency Center,68626
Rural Health Unit,21421
Clinic A,71556
Main Hospital,80104
Emergency Center,73087
Emergency Center,95083
Rural Health Unit,69990
University Hospital,7848
Emergency Center,54397
Main Hospital,83931
Rural Health Unit,22672
Emergency Center,16609
Emergency Center,41947
Clinic B,93638
Main Hospital,18025
Emergency Center,14576
Private Practice,46118
Private Practice,40489
Main Hospital,33169
Main Hospital,18207
Emergency Center,44950
Emergency Center,43791
Main Hospital,7186
University Hospital,56813
University Hospital,30590
Main Hospital,87347
Rural Health Unit,55470
Main Hospital,7916
Rural Health Unit,73342
University Hospital,21093
University Hospital,95649
Private Practice,4767
Clinic B,832
University Hospital,42346
University Hospital,35227
Clinic A,90555
Private Practice,88445
Private Practice,65414
Emergency Center,74652
Clinic B,87534
Clinic B,121
Rural Health Unit,55119
Main Hospital,18369
Rural Health Unit,65416
Clinic A,66629
Rural Health Unit,65343
Emergency Center,24549
Clinic B,21586
University Hospital,30276
Rural Health Unit,36601
University Hospital,77744
University Hospital,84351
Emergency Center,59561
Private Practice,19705
Private Practice,1333
Clinic B,73274
Private Practice,83368
Emergency Center,61582
Main Hospital,44877
Main Hospital,97436
Rural Health Unit,19318
Private Practice,61262
Clinic A,31370
Main Hospital,85959
Clinic B,95451
Clinic B,23919
Rural Health Unit,33558
Private Practice,6795
Rural Health Unit,94572
Clinic B,53040
University Hospital,434
University Hospital,67295
Clinic B,64832
Private Practice,50961
Main Hospital,71479
Main Hospital,21702
Clinic A,41376
Emergency Center,97122
Clinic A,9263
Rural Health Unit,39158
Private Practice,98230
Private Practice,5680
Private Practice,87860
Emergency Center,15810
Main Hospital,55286
Clinic B,50210
University Hospital,92919
Clinic A,51802
Clinic A,97892
Main Hospital,17563
Rural Health Unit,85328
Emergency Center,73988
Clinic A,26543
Emergency Center,9759
Rural Health Unit,726
Rural Health Unit,84713
Clinic A,17115
Private Practice,54296
Clinic B,89954
Main Hospital,30748
Rural Health Unit,48763
Emergency Center,97786
Main Hospital,10956
