department_id,department_name,department_code,current_occupancy,max_capacity,num_staff,working_hours,emergency_support,doctor_id
30957,Laboratory,DEP-WB56,123,210,74,8 AM - 8 PM,yes,36872
4360,Pediatrics,DEP-oT50,9,277,68,6 AM - 4 PM,yes,445
32503,Oncology,DEP-BL74,27,343,91,12 AM - 7 PM,yes,42670
66741,Cardiology,DEP-bz33,71,365,4,7 AM - 4 PM,no,19980
63313,Radiology,DEP-bz73,75,94,46,8 AM - 10 PM,no,1165
61735,Oncology,DEP-il18,71,166,30,7 AM - 9 PM,no,63077
96324,Laboratory,DEP-AE26,144,423,53,11 AM - 6 PM,no,22534
75318,Orthopedics,DEP-Nb41,58,340,14,9 AM - 10 PM,yes,26938
67095,Pediatrics,DEP-PG78,186,169,47,7 AM - 4 PM,yes,13804
56479,Radiology,DEP-GW53,158,405,75,10 AM - 5 PM,no,31960
43186,Laboratory,DEP-yE90,103,228,28,11 AM - 7 PM,yes,57536
98491,Pharmacy,DEP-An39,157,294,83,12 AM - 7 PM,yes,83172
39935,Neurology,DEP-zb87,116,160,73,12 AM - 6 PM,no,76489
97241,Pharmacy,DEP-bQ55,39,189,65,9 AM - 9 PM,yes,26378
83466,Pediatrics,DEP-ii49,191,465,72,12 AM - 6 PM,no,53591
15459,Surgery,DEP-qP70,169,174,80,7 AM - 10 PM,no,85083
55389,Laboratory,DEP-zR18,99,333,59,11 AM - 4 PM,no,52013
94802,Pharmacy,DEP-Az70,20,173,36,10 AM - 5 PM,yes,1941
26992,Oncology,DEP-We20,155,249,57,6 AM - 7 PM,yes,26175
52719,Surgery,DEP-Ra29,93,336,83,6 AM - 7 PM,yes,36640
62202,Surgery,DEP-Ll39,118,361,17,6 AM - 9 PM,yes,78248
66711,Dermatology,DEP-RK91,34,223,4,9 AM - 9 PM,yes,36179
70321,Surgery,DEP-hJ27,192,184,51,8 AM - 7 PM,yes,47117
20174,ICU,DEP-Xn65,136,405,77,9 AM - 4 PM,yes,2816
30589,Radiology,DEP-DV71,169,371,83,8 AM - 6 PM,no,93811
796,Cardiology,DEP-tN86,59,356,92,7 AM - 6 PM,yes,22883
34395,Oncology,DEP-Ls26,178,480,13,11 AM - 8 PM,no,18953
20674,Dermatology,DEP-TS03,191,348,20,8 AM - 6 PM,yes,19191
77510,ICU,DEP-fR83,166,78,43,6 AM - 8 PM,yes,5650
31117,Dermatology,DEP-RO54,13,53,7,11 AM - 4 PM,yes,62923
78840,Laboratory,DEP-sw01,197,433,8,6 AM - 10 PM,no,17818
74131,Dermatology,DEP-Cb96,18,262,10,12 AM - 8 PM,no,46375
49857,Pediatrics,DEP-eN92,143,182,33,12 AM - 9 PM,yes,69913
44561,Orthopedics,DEP-ma87,22,487,30,6 AM - 4 PM,yes,21490
48216,Laboratory,DEP-Hk49,195,148,68,12 AM - 6 PM,no,89902
35593,ICU,DEP-GV38,159,76,98,11 AM - 9 PM,no,81149
36429,Oncology,DEP-Sj30,32,150,87,7 AM - 4 PM,yes,87157
90929,Radiology,DEP-UI17,170,184,68,6 AM - 7 PM,no,37295
14633,Laboratory,DEP-Ga67,62,371,53,12 AM - 6 PM,no,70026
50641,Pharmacy,DEP-Qo64,107,85,78,7 AM - 5 PM,yes,15362
88840,Emergency,DEP-PH15,140,119,18,6 AM - 7 PM,yes,17718
76008,Neurology,DEP-yP01,134,422,51,12 AM - 6 PM,yes,14697
33108,Oncology,DEP-PG92,98,82,82,11 AM - 9 PM,yes,64133
43066,Cardiology,DEP-CX03,39,147,53,8 AM - 10 PM,yes,40800
6079,Pharmacy,DEP-dM17,160,273,78,7 AM - 7 PM,yes,22767
20457,Surgery,DEP-cC64,160,362,76,6 AM - 7 PM,no,68582
6281,Dermatology,DEP-GO30,70,57,32,7 AM - 5 PM,yes,44064
70703,Pharmacy,DEP-Oe08,146,425,30,11 AM - 5 PM,no,80880
59540,Orthopedics,DEP-jH26,136,126,82,12 AM - 7 PM,no,29756
21706,Neurology,DEP-Jl96,44,244,78,7 AM - 7 PM,no,99269
85364,ICU,DEP-Hu44,159,340,42,12 AM - 10 PM,yes,10930
98600,Orthopedics,DEP-Dj00,80,144,79,9 AM - 10 PM,no,24325
67677,Radiology,DEP-vK89,77,400,67,8 AM - 10 PM,yes,7151
24097,Pharmacy,DEP-fe74,161,269,99,11 AM - 9 PM,no,52246
54912,Emergency,DEP-BL80,28,496,15,6 AM - 6 PM,yes,20468
89839,Pediatrics,DEP-yh19,11,268,33,6 AM - 8 PM,yes,78913
22477,Surgery,DEP-zi76,143,305,62,6 AM - 10 PM,no,43836
2038,Surgery,DEP-Hi80,179,228,77,11 AM - 9 PM,yes,1522
2194,Laboratory,DEP-hD39,99,407,22,12 AM - 7 PM,no,46938
7447,ICU,DEP-mR26,13,137,46,10 AM - 4 PM,yes,56649
34676,Cardiology,DEP-nu44,182,423,35,9 AM - 5 PM,no,92343
77969,Orthopedics,DEP-Pq62,29,261,23,11 AM - 7 PM,no,52016
43779,Pharmacy,DEP-af87,5,160,19,7 AM - 6 PM,no,48015
23415,Neurology,DEP-ZQ04,137,457,1,7 AM - 8 PM,no,61711
86212,Surgery,DEP-kQ24,168,367,76,10 AM - 7 PM,no,81794
49012,Pediatrics,DEP-Mb36,184,283,74,7 AM - 8 PM,no,21392
76751,Oncology,DEP-oD12,148,211,98,8 AM - 4 PM,yes,92162
47740,Radiology,DEP-lJ30,184,281,35,11 AM - 4 PM,yes,12928
34899,Neurology,DEP-zT97,122,395,28,9 AM - 7 PM,yes,34484
7706,Pediatrics,DEP-yP39,181,320,55,7 AM - 6 PM,no,28420
99751,Laboratory,DEP-iW70,118,491,56,6 AM - 4 PM,yes,93579
38488,Surgery,DEP-ui36,142,199,94,12 AM - 5 PM,yes,40667
90401,Pediatrics,DEP-ww40,7,457,2,10 AM - 4 PM,no,25173
29138,Dermatology,DEP-GW64,63,66,96,10 AM - 9 PM,yes,60490
10375,ICU,DEP-Yx87,42,371,33,11 AM - 8 PM,yes,69764
36488,Emergency,DEP-zS03,119,164,22,12 AM - 4 PM,yes,41667
35648,Oncology,DEP-jh88,174,416,67,10 AM - 5 PM,yes,74676
46173,Orthopedics,DEP-Fp97,162,275,30,11 AM - 7 PM,no,7503
67865,Radiology,DEP-Tz54,139,228,20,7 AM - 4 PM,no,35551
19958,Orthopedics,DEP-oB32,1,82,79,9 AM - 10 PM,yes,41563
5038,Emergency,DEP-ZD66,75,120,70,9 AM - 6 PM,yes,19117
79209,Dermatology,DEP-As98,174,416,21,9 AM - 8 PM,no,16553
76717,Pediatrics,DEP-xL12,161,252,42,6 AM - 5 PM,no,7184
40686,Surgery,DEP-Ql97,84,96,88,11 AM - 4 PM,yes,31203
17680,Surgery,DEP-lM04,20,66,66,6 AM - 8 PM,no,55664
68738,Pharmacy,DEP-kA62,137,443,33,11 AM - 5 PM,yes,76085
73882,Dermatology,DEP-ay92,44,156,89,6 AM - 4 PM,yes,90574
54650,Dermatology,DEP-DK61,2,281,18,7 AM - 5 PM,no,83986
76468,Cardiology,DEP-mw62,39,431,84,10 AM - 5 PM,yes,71214
49408,Pharmacy,DEP-MQ99,48,392,35,11 AM - 5 PM,no,98226
20227,Pediatrics,DEP-YU99,116,219,27,10 AM - 4 PM,no,29808
71848,ICU,DEP-uW33,36,484,72,6 AM - 10 PM,yes,40165
72462,Dermatology,DEP-JG76,181,252,29,6 AM - 7 PM,no,32585
60816,ICU,DEP-Nl77,98,478,72,9 AM - 9 PM,no,20478
48780,Cardiology,DEP-th60,63,155,1,8 AM - 6 PM,no,63397
32382,Radiology,DEP-ld48,16,59,50,6 AM - 7 PM,no,2430
68584,Radiology,DEP-pg49,148,287,1,6 AM - 9 PM,no,58679
42909,Radiology,DEP-HV39,188,219,71,6 AM - 4 PM,no,86140
24851,Pharmacy,DEP-ji91,167,98,63,9 AM - 6 PM,yes,8836
52750,ICU,DEP-ae00,105,475,89,7 AM - 8 PM,yes,26933
38992,ICU,DEP-zj07,33,201,13,6 AM - 6 PM,yes,12432
80863,Surgery,DEP-VP14,4,384,79,12 AM - 7 PM,no,63958
86682,Neurology,DEP-sU30,187,418,99,7 AM - 4 PM,no,97665
73927,Orthopedics,DEP-th13,181,219,48,7 AM - 9 PM,yes,15433
2186,Pharmacy,DEP-ZK38,41,118,85,12 AM - 8 PM,yes,27481
64973,Surgery,DEP-OI52,128,478,71,7 AM - 7 PM,no,302
61613,Laboratory,DEP-LN20,77,170,45,8 AM - 9 PM,yes,16159
56987,Pharmacy,DEP-tk56,182,206,64,9 AM - 5 PM,no,36604
97292,Pharmacy,DEP-av24,173,151,77,8 AM - 4 PM,yes,85269
81406,Neurology,DEP-Hl20,29,218,100,7 AM - 10 PM,no,19799
30609,Surgery,DEP-bK53,129,401,56,12 AM - 5 PM,no,34197
63501,Oncology,DEP-MZ66,180,328,71,10 AM - 5 PM,no,37681
13409,Cardiology,DEP-JN94,56,92,57,8 AM - 8 PM,yes,84016
52517,Pediatrics,DEP-XI29,5,180,46,12 AM - 8 PM,yes,79664
4450,Pharmacy,DEP-Ii56,194,353,61,6 AM - 10 PM,no,64036
565,Neurology,DEP-Qx17,79,473,17,7 AM - 8 PM,yes,82160
32244,Surgery,DEP-NA07,179,218,89,12 AM - 6 PM,no,42024
53613,ICU,DEP-BK18,46,73,42,11 AM - 10 PM,no,3851
43673,ICU,DEP-WW72,104,276,42,9 AM - 7 PM,yes,36558
85411,Neurology,DEP-tp40,174,146,58,10 AM - 10 PM,yes,18275
40285,Cardiology,DEP-hT74,181,206,98,8 AM - 7 PM,no,63451
21412,Orthopedics,DEP-eQ53,113,497,33,8 AM - 10 PM,yes,75434
63197,Neurology,DEP-zg95,99,50,71,10 AM - 10 PM,no,46302
1668,Emergency,DEP-FF07,146,287,5,12 AM - 10 PM,yes,14628
25749,Surgery,DEP-Fw21,168,135,24,6 AM - 10 PM,yes,855
8140,Pediatrics,DEP-fW36,97,413,67,10 AM - 10 PM,no,30393
75444,Cardiology,DEP-jS20,1,313,26,8 AM - 7 PM,no,70819
43715,Laboratory,DEP-MU99,191,86,17,11 AM - 8 PM,yes,16161
9303,Cardiology,DEP-HE93,175,303,36,9 AM - 4 PM,yes,34941
25346,Pharmacy,DEP-cm37,63,424,74,10 AM - 10 PM,no,1999
39094,ICU,DEP-tr24,152,114,60,6 AM - 9 PM,no,26799
58792,Pharmacy,DEP-Ma48,100,74,29,7 AM - 8 PM,no,72798
35511,Pharmacy,DEP-bC76,138,315,87,8 AM - 10 PM,yes,95572
98276,Emergency,DEP-iX86,93,425,83,10 AM - 10 PM,no,44644
29555,Emergency,DEP-aS51,166,103,70,12 AM - 10 PM,no,38638
61660,Pediatrics,DEP-eX65,147,289,51,11 AM - 5 PM,yes,49981
99228,Pharmacy,DEP-YE91,145,54,83,6 AM - 7 PM,yes,52637
82558,Oncology,DEP-Xw08,150,195,79,10 AM - 8 PM,no,94192
11773,Radiology,DEP-Qk73,80,286,88,11 AM - 9 PM,no,97460
70544,Radiology,DEP-fr95,70,106,6,9 AM - 7 PM,yes,33506
46094,Pharmacy,DEP-qc63,109,119,50,11 AM - 10 PM,no,28168
79300,Radiology,DEP-Yw18,167,168,39,12 AM - 7 PM,no,76114
66700,ICU,DEP-wI05,27,402,51,6 AM - 10 PM,no,16985
97253,Pediatrics,DEP-uC11,87,346,84,10 AM - 5 PM,no,90803
34153,Laboratory,DEP-zQ49,163,413,73,11 AM - 4 PM,no,7945
47938,ICU,DEP-Qh39,180,450,74,9 AM - 6 PM,no,93913
52215,Oncology,DEP-Ea07,129,437,29,11 AM - 7 PM,no,59021
6629,Dermatology,DEP-Lp40,170,458,71,6 AM - 7 PM,no,79343
1651,Emergency,DEP-th45,79,471,28,8 AM - 9 PM,yes,79231
70723,Oncology,DEP-Wp40,177,157,8,9 AM - 9 PM,yes,34478
93302,Laboratory,DEP-lf82,119,288,50,6 AM - 9 PM,yes,94276
70730,Surgery,DEP-Ly03,168,63,83,11 AM - 4 PM,no,41234
51597,Emergency,DEP-Jz58,136,161,50,10 AM - 5 PM,yes,63484
89717,Pediatrics,DEP-QC40,50,416,92,10 AM - 6 PM,no,41413
70015,Cardiology,DEP-jz80,60,146,53,10 AM - 8 PM,no,29370
42165,Orthopedics,DEP-Sv29,141,220,88,12 AM - 4 PM,yes,82463
11867,Pediatrics,DEP-SB64,22,441,18,12 AM - 9 PM,no,35621
92968,Surgery,DEP-nU93,50,131,59,7 AM - 6 PM,no,4903
31028,Neurology,DEP-im56,72,369,58,7 AM - 6 PM,yes,50468
7273,Pediatrics,DEP-Dt39,35,115,32,8 AM - 7 PM,no,2480
34556,Neurology,DEP-Ec98,74,267,79,8 AM - 4 PM,yes,41452
78195,Pharmacy,DEP-RT20,91,210,48,8 AM - 9 PM,no,43437
15398,Cardiology,DEP-fI99,38,68,6,9 AM - 4 PM,no,46255
94750,Radiology,DEP-ff43,18,149,54,8 AM - 6 PM,no,43240
89227,ICU,DEP-yg26,70,459,61,12 AM - 7 PM,yes,65176
12615,Orthopedics,DEP-rJ58,27,332,73,7 AM - 9 PM,yes,13306
44368,Laboratory,DEP-vk80,37,294,87,11 AM - 10 PM,yes,15943
31584,Dermatology,DEP-hM21,83,65,57,11 AM - 7 PM,yes,13060
86009,Orthopedics,DEP-sD60,43,495,20,10 AM - 9 PM,yes,47903
89619,Laboratory,DEP-bu22,181,373,4,8 AM - 7 PM,no,71072
78724,Radiology,DEP-EE70,107,335,89,8 AM - 5 PM,yes,58187
35735,Radiology,DEP-sE54,94,239,42,12 AM - 6 PM,no,59973
95211,Cardiology,DEP-RR08,32,258,28,11 AM - 6 PM,no,69503
18033,Cardiology,DEP-CW31,127,305,63,12 AM - 8 PM,no,40571
8326,Pediatrics,DEP-Ve46,59,380,18,9 AM - 7 PM,yes,84457
80948,ICU,DEP-Up95,185,357,8,8 AM - 9 PM,no,98558
75573,Cardiology,DEP-YF46,7,316,23,11 AM - 9 PM,yes,61606
50788,Dermatology,DEP-Al62,144,243,93,11 AM - 10 PM,yes,45955
32531,Dermatology,DEP-ya59,144,58,24,11 AM - 5 PM,yes,74927
47618,Cardiology,DEP-iV30,144,277,48,8 AM - 9 PM,yes,98769
50379,Dermatology,DEP-tb18,26,284,99,10 AM - 4 PM,no,49879
17005,Laboratory,DEP-JC57,118,62,93,6 AM - 6 PM,yes,65040
778,Orthopedics,DEP-Hz36,9,78,27,10 AM - 10 PM,yes,15306
6346,Radiology,DEP-zp50,79,363,5,9 AM - 7 PM,no,77491
5443,Orthopedics,DEP-pB66,29,245,24,11 AM - 4 PM,yes,36368
1096,Laboratory,DEP-iU50,60,436,88,12 AM - 5 PM,yes,4462
69586,Pharmacy,DEP-ra16,152,130,74,9 AM - 10 PM,yes,47866
81768,Neurology,DEP-ha89,0,485,44,7 AM - 4 PM,no,80963
28358,Neurology,DEP-Lh90,40,138,54,6 AM - 10 PM,yes,51045
21614,Emergency,DEP-Ob03,32,124,66,7 AM - 9 PM,no,46784
18764,Oncology,DEP-bM52,191,193,24,9 AM - 10 PM,yes,53739
34379,Surgery,DEP-Sm52,73,367,72,8 AM - 7 PM,no,74094
60302,Orthopedics,DEP-DS59,140,124,8,9 AM - 5 PM,yes,61623
78309,Orthopedics,DEP-hK53,177,388,67,12 AM - 9 PM,yes,66520
85100,Neurology,DEP-cd26,42,265,74,10 AM - 4 PM,no,30769
81694,Radiology,DEP-ci86,106,410,54,8 AM - 8 PM,no,57039
60747,Orthopedics,DEP-sQ57,189,188,63,9 AM - 4 PM,no,25761
42163,Pharmacy,DEP-OL44,4,381,55,12 AM - 6 PM,no,46515
17965,Orthopedics,DEP-sV05,177,371,33,12 AM - 6 PM,yes,36463
72985,Surgery,DEP-Ss94,118,161,58,10 AM - 7 PM,no,51064
43172,Oncology,DEP-fh38,126,330,69,8 AM - 4 PM,no,79611
73064,Cardiology,DEP-hT08,178,407,78,8 AM - 7 PM,no,80353
71830,Oncology,DEP-wO96,119,284,100,12 AM - 4 PM,no,2770
45926,Neurology,DEP-ss83,36,364,66,10 AM - 8 PM,no,27328
99888,Orthopedics,DEP-zk56,139,206,20,9 AM - 8 PM,yes,93861
22003,ICU,DEP-jh95,34,312,19,9 AM - 9 PM,yes,49720
64660,Pharmacy,DEP-du97,164,437,49,8 AM - 4 PM,no,39390
91673,Cardiology,DEP-ap66,0,224,26,12 AM - 7 PM,yes,60574
13441,Laboratory,DEP-tI62,132,267,5,8 AM - 7 PM,no,12568
55450,Emergency,DEP-as07,131,55,26,6 AM - 9 PM,no,98218
58839,Dermatology,DEP-zb26,78,291,74,12 AM - 6 PM,yes,84712
17181,Orthopedics,DEP-Ze35,119,348,68,7 AM - 4 PM,yes,63133
47968,Radiology,DEP-be85,34,335,88,8 AM - 5 PM,no,50450
49081,Laboratory,DEP-eC30,175,188,11,12 AM - 7 PM,yes,7039
30198,Neurology,DEP-FZ16,147,359,11,10 AM - 8 PM,no,89624
12306,Emergency,DEP-dw56,5,317,57,6 AM - 9 PM,yes,6105
69017,Oncology,DEP-dx79,0,404,66,12 AM - 9 PM,no,19095
16901,Oncology,DEP-te24,26,237,22,6 AM - 7 PM,no,61060
27418,Laboratory,DEP-ut39,26,420,8,9 AM - 10 PM,no,31534
57978,Cardiology,DEP-dT94,72,165,29,9 AM - 8 PM,no,57173
49201,Pharmacy,DEP-ng45,113,355,49,9 AM - 9 PM,yes,50272
89130,Laboratory,DEP-Ld57,75,261,11,11 AM - 4 PM,no,49434
41853,Neurology,DEP-KV71,23,67,74,6 AM - 4 PM,no,13150
99414,Cardiology,DEP-Iz89,27,304,72,11 AM - 6 PM,yes,37442
56980,Pharmacy,DEP-Ln46,45,56,48,6 AM - 5 PM,no,17648
56319,Laboratory,DEP-hJ56,73,339,61,7 AM - 9 PM,yes,23597
30808,Pharmacy,DEP-TM35,174,366,23,6 AM - 4 PM,yes,41661
64867,Laboratory,DEP-Dz48,44,367,61,8 AM - 8 PM,no,14916
71688,Radiology,DEP-RD05,165,285,87,11 AM - 9 PM,no,62540
6445,Laboratory,DEP-ZU77,58,494,77,9 AM - 6 PM,no,74347
11626,Pharmacy,DEP-pa84,79,180,98,7 AM - 6 PM,yes,30568
84199,Dermatology,DEP-lk19,169,397,88,10 AM - 10 PM,no,78061
3346,Laboratory,DEP-BF95,166,134,8,8 AM - 4 PM,no,12806
31705,Radiology,DEP-jS33,28,228,100,11 AM - 5 PM,no,80816
92598,Radiology,DEP-nY97,10,456,88,12 AM - 6 PM,yes,2038
89471,Pediatrics,DEP-Kz23,61,284,100,10 AM - 10 PM,yes,77799
37892,Oncology,DEP-lJ40,108,457,97,9 AM - 9 PM,no,35500
17481,Dermatology,DEP-Wk53,136,108,96,11 AM - 7 PM,yes,73021
51745,Emergency,DEP-NL76,81,225,64,12 AM - 4 PM,no,41396
85556,Radiology,DEP-kC24,153,386,6,12 AM - 6 PM,no,53273
62049,ICU,DEP-Tk39,185,250,67,10 AM - 4 PM,no,92115
29338,Radiology,DEP-Pj85,150,363,5,10 AM - 4 PM,yes,54675
6125,Surgery,DEP-Rl23,128,255,22,8 AM - 9 PM,yes,1078
2843,Laboratory,DEP-qS91,91,277,33,8 AM - 6 PM,yes,77419
17,ICU,DEP-Nm16,158,345,72,9 AM - 5 PM,yes,99625
29878,Radiology,DEP-rs28,95,441,32,8 AM - 5 PM,no,14335
18127,Pharmacy,DEP-FQ34,151,105,13,6 AM - 4 PM,yes,2760
9253,Pharmacy,DEP-Hj99,132,240,89,12 AM - 4 PM,no,22335
79705,Dermatology,DEP-vu07,173,267,66,10 AM - 8 PM,no,34426
11023,ICU,DEP-Sv54,56,469,22,6 AM - 5 PM,no,34154
16624,ICU,DEP-SM69,105,110,65,11 AM - 5 PM,yes,70623
81570,Laboratory,DEP-Jo13,116,420,89,7 AM - 9 PM,no,57442
16294,Pharmacy,DEP-Tz00,136,54,98,6 AM - 5 PM,yes,58228
37269,Laboratory,DEP-Rj33,107,185,20,8 AM - 8 PM,no,15256
24157,Laboratory,DEP-iF62,34,54,43,12 AM - 6 PM,no,10301
58903,Emergency,DEP-nn77,41,471,74,10 AM - 10 PM,no,55828
9887,Emergency,DEP-Sc68,26,417,79,7 AM - 4 PM,no,51306
52222,Oncology,DEP-UE64,174,180,78,11 AM - 8 PM,no,10949
3706,Oncology,DEP-nJ70,78,247,1,8 AM - 5 PM,yes,59920
47383,Oncology,DEP-yZ03,26,296,93,10 AM - 6 PM,no,32823
4528,Orthopedics,DEP-uk59,20,184,56,6 AM - 7 PM,yes,81937
81776,Oncology,DEP-iO84,86,324,7,12 AM - 6 PM,no,12103
37704,Orthopedics,DEP-OE10,159,476,24,9 AM - 7 PM,no,15377
92806,ICU,DEP-iF40,128,315,84,10 AM - 7 PM,no,97690
35422,Oncology,DEP-EY06,84,200,36,8 AM - 8 PM,no,36751
99432,Oncology,DEP-ix76,194,200,9,7 AM - 6 PM,yes,77726
74602,Neurology,DEP-ka06,156,119,93,10 AM - 9 PM,yes,69914
5244,Dermatology,DEP-mZ36,0,403,43,10 AM - 7 PM,yes,99004
86816,Pharmacy,DEP-Yq56,116,220,85,6 AM - 9 PM,yes,70741
53952,Radiology,DEP-KC14,96,177,67,10 AM - 4 PM,yes,22072
35031,Orthopedics,DEP-FP59,71,480,68,8 AM - 10 PM,no,29685
76834,Oncology,DEP-Hn31,154,174,55,11 AM - 10 PM,no,16154
76949,Dermatology,DEP-VK97,30,85,47,9 AM - 8 PM,no,53198
70999,Orthopedics,DEP-Ye49,180,117,90,7 AM - 10 PM,yes,50562
33775,Oncology,DEP-Bc98,7,386,54,8 AM - 8 PM,no,24642
77237,Emergency,DEP-ua95,7,493,41,7 AM - 4 PM,no,72034
36974,Cardiology,DEP-jA93,33,411,17,9 AM - 9 PM,no,73288
57215,Pediatrics,DEP-ii43,63,77,28,12 AM - 7 PM,yes,65276
97688,Laboratory,DEP-qy39,183,434,63,6 AM - 8 PM,no,98916
13294,Laboratory,DEP-kT21,166,132,37,8 AM - 7 PM,no,67538
71834,Dermatology,DEP-ZP98,48,491,9,12 AM - 10 PM,yes,30335
9781,Orthopedics,DEP-Ns15,160,89,27,10 AM - 9 PM,yes,93659
73712,Oncology,DEP-qb53,139,483,24,10 AM - 7 PM,yes,74086
535,Dermatology,DEP-RC12,106,89,41,11 AM - 6 PM,no,37306
57270,ICU,DEP-mL22,130,219,66,9 AM - 7 PM,yes,72672
69606,Surgery,DEP-tl47,110,216,91,12 AM - 6 PM,yes,69437
83489,Emergency,DEP-zT25,7,134,81,12 AM - 8 PM,yes,574
60436,Surgery,DEP-ji88,35,88,22,11 AM - 8 PM,no,71489
26873,Dermatology,DEP-PI78,149,71,41,12 AM - 8 PM,no,71056
85056,Dermatology,DEP-vQ70,150,415,78,10 AM - 10 PM,no,20960
71651,Orthopedics,DEP-yH41,137,306,21,11 AM - 10 PM,no,24088
6484,Oncology,DEP-Um61,9,218,20,6 AM - 5 PM,yes,24711
91476,Laboratory,DEP-Px49,56,479,87,7 AM - 10 PM,no,62125
40101,Neurology,DEP-MI79,187,436,22,7 AM - 9 PM,yes,81574
35522,Cardiology,DEP-WR60,53,494,56,9 AM - 8 PM,no,12135
42541,Radiology,DEP-RC86,32,453,57,12 AM - 9 PM,no,64567
81727,Emergency,DEP-XY49,99,119,55,10 AM - 9 PM,no,56075
50701,Orthopedics,DEP-pa38,120,123,68,9 AM - 9 PM,no,53368
81382,Cardiology,DEP-mz72,184,174,20,6 AM - 8 PM,no,58729
15640,Oncology,DEP-dK08,143,165,35,9 AM - 4 PM,yes,48448
18442,Dermatology,DEP-yz61,46,390,69,7 AM - 10 PM,yes,26043
17355,Radiology,DEP-Au01,163,374,45,12 AM - 10 PM,no,26684
46704,Oncology,DEP-RG57,62,225,55,7 AM - 5 PM,yes,9111
53261,Oncology,DEP-FQ45,127,379,92,12 AM - 4 PM,yes,38991
68516,Radiology,DEP-uW65,84,159,44,10 AM - 6 PM,no,41303
99437,Pediatrics,DEP-wg57,15,114,100,9 AM - 5 PM,yes,48255
22563,Orthopedics,DEP-Br47,140,226,58,6 AM - 6 PM,yes,30501
749,Radiology,DEP-yH00,10,440,94,7 AM - 6 PM,no,62773
58511,Surgery,DEP-YZ58,74,260,67,10 AM - 9 PM,yes,26014
54385,ICU,DEP-sR82,115,284,84,6 AM - 6 PM,yes,68832
7535,Neurology,DEP-Ay51,106,294,72,10 AM - 10 PM,yes,3551
46255,Surgery,DEP-gj45,149,265,82,12 AM - 10 PM,no,40676
22953,Dermatology,DEP-qe44,165,285,30,10 AM - 7 PM,no,39742
67147,Dermatology,DEP-Es99,155,55,39,8 AM - 8 PM,no,41219
647,Pharmacy,DEP-mH23,171,270,64,11 AM - 5 PM,yes,65990
53285,Orthopedics,DEP-bG86,182,141,80,12 AM - 4 PM,yes,19298
41717,Radiology,DEP-Ue70,139,358,43,8 AM - 8 PM,no,76125
59327,Pharmacy,DEP-Am03,112,64,2,11 AM - 10 PM,no,47439
5974,Orthopedics,DEP-Zr94,61,396,79,8 AM - 6 PM,no,66454
20169,Orthopedics,DEP-PA38,107,190,5,9 AM - 7 PM,yes,69127
7964,Laboratory,DEP-ZS20,142,354,42,7 AM - 4 PM,yes,50752
43618,Orthopedics,DEP-NV08,183,74,29,12 AM - 5 PM,yes,68626
70080,Pharmacy,DEP-MX30,30,173,93,10 AM - 7 PM,yes,21421
36435,Dermatology,DEP-rQ13,36,328,29,7 AM - 6 PM,no,71556
75810,Emergency,DEP-XB09,159,77,42,10 AM - 10 PM,yes,80104
83620,Cardiology,DEP-EM19,138,394,3,6 AM - 6 PM,yes,73087
63542,Pediatrics,DEP-ir97,117,193,26,8 AM - 7 PM,no,95083
44123,Cardiology,DEP-rh28,33,375,84,9 AM - 7 PM,yes,69990
27491,Emergency,DEP-Nr56,196,285,10,8 AM - 7 PM,no,7848
69026,ICU,DEP-uc04,110,387,80,8 AM - 7 PM,no,54397
60822,Surgery,DEP-WX35,126,224,73,8 AM - 8 PM,no,83931
49498,Surgery,DEP-Ga74,6,225,42,11 AM - 5 PM,no,22672
75109,Orthopedics,DEP-OO57,144,413,81,6 AM - 7 PM,yes,16609
29199,Radiology,DEP-Rb94,131,236,37,6 AM - 8 PM,yes,41947
44142,ICU,DEP-ci98,88,132,89,8 AM - 5 PM,no,93638
86227,Orthopedics,DEP-kT60,15,282,86,12 AM - 8 PM,yes,18025
80870,Neurology,DEP-jP44,100,382,41,6 AM - 10 PM,yes,14576
5805,ICU,DEP-wH31,161,413,24,6 AM - 6 PM,no,46118
78704,Oncology,DEP-Hr25,75,413,38,8 AM - 5 PM,yes,40489
80022,Pediatrics,DEP-mt07,10,454,86,7 AM - 7 PM,no,33169
20128,ICU,DEP-gK03,67,287,26,6 AM - 8 PM,yes,18207
97530,Radiology,DEP-Es77,14,146,94,8 AM - 9 PM,yes,44950
69807,Orthopedics,DEP-xN67,185,96,22,11 AM - 6 PM,no,43791
47880,Cardiology,DEP-eG14,188,409,23,10 AM - 5 PM,no,7186
55752,Pediatrics,DEP-Uk48,74,379,3,10 AM - 6 PM,yes,56813
26406,Orthopedics,DEP-HW08,183,95,71,6 AM - 6 PM,yes,30590
94884,Surgery,DEP-uY29,122,342,41,10 AM - 8 PM,yes,87347
84067,Pharmacy,DEP-SG86,6,194,62,10 AM - 6 PM,yes,55470
36235,Orthopedics,DEP-Ak19,167,171,20,8 AM - 6 PM,no,7916
32072,Cardiology,DEP-Bb32,22,333,77,6 AM - 10 PM,yes,73342
96577,Pediatrics,DEP-yT58,77,429,94,7 AM - 6 PM,no,21093
81619,Oncology,DEP-DA42,17,153,28,10 AM - 10 PM,no,95649
62988,Pharmacy,DEP-ng48,45,286,55,10 AM - 7 PM,yes,4767
