equipment_name,department_id
Patient Monitor,55067
Anesthesia Machine,94836
Anesthesia Machine,84219
MRI Scanner,32660
ECG Monitor,74843
Defibrillator,22719
Anesthesia Machine,62774
CT Scanner,25259
Anesthesia Machine,61946
Dialysis Machine,39553
ECG Monitor,80076
Surgical Light,18538
Surgical Light,15046
Patient Monitor,46692
X-Ray Machine,43354
Defibrillator,61781
CT Scanner,10339
Dialysis Machine,34221
Patient Monitor,33996
Surgical Light,11094
CT Scanner,48625
ECG Monitor,24968
CT Scanner,17790
CT Scanner,59967
Infusion Pump,27251
Ultrasound,86938
Surgical Light,97183
Ultrasound,72373
ECG Monitor,49994
Dialysis Machine,11753
Ultrasound,61055
Ventilator,27241
Patient Monitor,70328
Defibrillator,73280
ECG Monitor,44346
X-Ray Machine,95660
MRI Scanner,68198
Dialysis Machine,1221
Infusion Pump,52595
Ultrasound,1305
Patient Monitor,33244
Infusion Pump,96215
Ventilator,18611
Ultrasound,98422
MRI Scanner,22748
MRI Scanner,10255
Anesthesia Machine,72892
CT Scanner,3806
CT Scanner,17276
Surgical Light,60090
Anesthesia Machine,2147
Infusion Pump,21418
X-Ray Machine,7666
CT Scanner,71626
Dialysis Machine,83369
CT Scanner,13876
Patient Monitor,6559
Patient Monitor,29804
CT Scanner,88819
ECG Monitor,8400
Anesthesia Machine,5256
Ultrasound,99385
Infusion Pump,66470
ECG Monitor,24592
ECG Monitor,24419
Infusion Pump,6179
MRI Scanner,5500
CT Scanner,54516
X-Ray Machine,59561
MRI Scanner,4725
ECG Monitor,13574
Ventilator,91022
Anesthesia Machine,96366
Ventilator,23003
Defibrillator,33361
Patient Monitor,23827
CT Scanner,19615
CT Scanner,49398
MRI Scanner,50135
MRI Scanner,197
X-Ray Machine,38591
Anesthesia Machine,65824
Anesthesia Machine,76036
X-Ray Machine,2727
Ventilator,89537
Ventilator,9354
Infusion Pump,89374
Surgical Light,92011
ECG Monitor,86236
Patient Monitor,41488
CT Scanner,59290
Ventilator,22347
Ventilator,2298
X-Ray Machine,71137
CT Scanner,17540
Defibrillator,20665
Defibrillator,9350
Infusion Pump,19875
ECG Monitor,87141
Defibrillator,60722
Patient Monitor,94728
Infusion Pump,49411
Defibrillator,81723
Anesthesia Machine,72250
X-Ray Machine,94876
CT Scanner,99651
X-Ray Machine,70049
Patient Monitor,10971
Patient Monitor,98196
MRI Scanner,93222
X-Ray Machine,71229
CT Scanner,39053
Defibrillator,14383
Surgical Light,70416
Infusion Pump,98314
Surgical Light,50890
Anesthesia Machine,57965
Infusion Pump,68259
X-Ray Machine,36932
Surgical Light,15565
Defibrillator,28535
Ventilator,18469
Surgical Light,25337
MRI Scanner,8383
Anesthesia Machine,33152
Patient Monitor,36884
X-Ray Machine,91752
Infusion Pump,58525
Infusion Pump,77864
CT Scanner,12653
Defibrillator,14535
Infusion Pump,56621
MRI Scanner,45591
CT Scanner,25348
ECG Monitor,504
Anesthesia Machine,23522
Ventilator,72067
MRI Scanner,21212
Patient Monitor,73997
Anesthesia Machine,52180
Dialysis Machine,99127
Patient Monitor,72851
Surgical Light,88234
Patient Monitor,97908
Surgical Light,14948
Ultrasound,59621
Anesthesia Machine,39938
Ventilator,20323
Dialysis Machine,93965
Dialysis Machine,66597
Patient Monitor,96622
Patient Monitor,42646
Surgical Light,50546
CT Scanner,82463
Defibrillator,83205
Anesthesia Machine,34917
Patient Monitor,61222
Ultrasound,60377
Infusion Pump,75963
Ventilator,39178
Anesthesia Machine,88546
Anesthesia Machine,49397
Anesthesia Machine,22389
Defibrillator,18135
X-Ray Machine,80837
Dialysis Machine,45013
Surgical Light,57036
MRI Scanner,17891
MRI Scanner,80916
Anesthesia Machine,8248
X-Ray Machine,63495
Dialysis Machine,78025
Infusion Pump,65277
Infusion Pump,80977
X-Ray Machine,9865
CT Scanner,66069
Infusion Pump,31789
Ventilator,45005
Ultrasound,70311
Ventilator,76582
ECG Monitor,41423
MRI Scanner,83887
Dialysis Machine,22400
Ultrasound,18289
Dialysis Machine,37994
Anesthesia Machine,71350
Defibrillator,46998
Defibrillator,71
Ultrasound,24897
CT Scanner,87393
Infusion Pump,77988
Infusion Pump,72526
Surgical Light,19579
Infusion Pump,82
CT Scanner,94398
Infusion Pump,78176
Infusion Pump,50777
Ventilator,74099
CT Scanner,38560
Infusion Pump,65883
Patient Monitor,69575
Anesthesia Machine,4576
MRI Scanner,26744
CT Scanner,6239
Defibrillator,33038
Defibrillator,51563
MRI Scanner,55304
Dialysis Machine,39437
Dialysis Machine,16521
MRI Scanner,41343
CT Scanner,16368
Surgical Light,28240
Surgical Light,33897
Anesthesia Machine,39790
ECG Monitor,42687
Dialysis Machine,57288
Dialysis Machine,70041
Ultrasound,10726
Anesthesia Machine,45573
Anesthesia Machine,78110
Infusion Pump,51693
Ventilator,93995
Ventilator,18767
MRI Scanner,35481
Ultrasound,80935
Infusion Pump,42104
Ventilator,76605
Dialysis Machine,18342
Surgical Light,65844
Surgical Light,11014
Infusion Pump,6845
Patient Monitor,78549
Anesthesia Machine,40272
Ventilator,47988
Patient Monitor,97432
Infusion Pump,15608
CT Scanner,74852
CT Scanner,79040
Anesthesia Machine,64006
Ultrasound,25589
MRI Scanner,10898
Ventilator,68310
Ventilator,67237
Anesthesia Machine,72983
ECG Monitor,1263
Dialysis Machine,41414
Dialysis Machine,58349
Ventilator,27879
Patient Monitor,73993
CT Scanner,62700
MRI Scanner,65085
X-Ray Machine,49663
Infusion Pump,77181
X-Ray Machine,51911
Patient Monitor,33679
Patient Monitor,6902
Patient Monitor,3800
Defibrillator,78063
CT Scanner,75686
ECG Monitor,92913
Surgical Light,11139
Ultrasound,68428
Ultrasound,38641
CT Scanner,67725
Defibrillator,80618
Ultrasound,22373
Infusion Pump,43069
Ultrasound,67936
Patient Monitor,18803
Ventilator,95830
CT Scanner,82732
Defibrillator,70837
MRI Scanner,76100
Anesthesia Machine,12960
Anesthesia Machine,99686
Surgical Light,28526
CT Scanner,44789
Infusion Pump,10736
Infusion Pump,10457
Anesthesia Machine,2970
Surgical Light,13810
Dialysis Machine,48549
X-Ray Machine,55438
Infusion Pump,11721
MRI Scanner,2708
Dialysis Machine,41735
Patient Monitor,2618
MRI Scanner,76610
Dialysis Machine,16469
Defibrillator,84714
Surgical Light,94831
Infusion Pump,90450
Dialysis Machine,13246
X-Ray Machine,42957
Patient Monitor,93668
Surgical Light,44990
X-Ray Machine,99290
Patient Monitor,28446
X-Ray Machine,52552
CT Scanner,31718
Defibrillator,43760
Anesthesia Machine,11842
Surgical Light,32284
Surgical Light,31379
Ventilator,46801
Dialysis Machine,38034
Defibrillator,5582
Defibrillator,63721
Surgical Light,71395
Patient Monitor,49572
Ultrasound,38664
ECG Monitor,33408
Defibrillator,54029
Ventilator,91300
ECG Monitor,43877
Infusion Pump,5616
X-Ray Machine,87723
X-Ray Machine,64279
Defibrillator,63780
Surgical Light,66730
Patient Monitor,88661
Patient Monitor,98956
Dialysis Machine,75383
ECG Monitor,34095
Patient Monitor,22692
Dialysis Machine,80434
Ventilator,41930
Patient Monitor,43076
Patient Monitor,16159
Dialysis Machine,84122
Anesthesia Machine,13848
Ultrasound,4602
Ultrasound,66044
Ultrasound,26941
Surgical Light,97964
Patient Monitor,30675
ECG Monitor,62245
Anesthesia Machine,30480
Ventilator,14774
Anesthesia Machine,54936
X-Ray Machine,17464
Patient Monitor,5179
Anesthesia Machine,30493
X-Ray Machine,959
Dialysis Machine,7418
Dialysis Machine,13068
Patient Monitor,48658
Anesthesia Machine,7798
Ventilator,40575
Patient Monitor,36313
CT Scanner,95707
Ventilator,33522
Dialysis Machine,23259
Infusion Pump,24316
Surgical Light,84631
Surgical Light,14140
Anesthesia Machine,25220
Patient Monitor,13004
Defibrillator,1572
Anesthesia Machine,91024
Patient Monitor,4606
Dialysis Machine,30991
ECG Monitor,9185
Defibrillator,71264
MRI Scanner,60928
Dialysis Machine,7855
CT Scanner,43717
MRI Scanner,60475
Defibrillator,24839
X-Ray Machine,12258
MRI Scanner,74235
Anesthesia Machine,85863
MRI Scanner,15722
Ultrasound,97449
ECG Monitor,74642
X-Ray Machine,62123
ECG Monitor,32096
Anesthesia Machine,99559
ECG Monitor,24073
X-Ray Machine,52076
MRI Scanner,28137
Patient Monitor,18601
ECG Monitor,58468
Ultrasound,2962
Dialysis Machine,81986
MRI Scanner,17111
Ventilator,61029
Infusion Pump,3159
CT Scanner,47066
Surgical Light,50104
Anesthesia Machine,75362
Patient Monitor,11916
Dialysis Machine,99280
Ultrasound,54214
Patient Monitor,67331
Anesthesia Machine,49724
Dialysis Machine,35289
Defibrillator,67000
Ultrasound,11609
Dialysis Machine,64316
Patient Monitor,57302
ECG Monitor,74878
Patient Monitor,95730
Anesthesia Machine,30207
MRI Scanner,57284
Defibrillator,20672
Defibrillator,53768
Defibrillator,19403
Anesthesia Machine,26122
Ventilator,43103
Dialysis Machine,259
MRI Scanner,68025
MRI Scanner,97488
Patient Monitor,14579
ECG Monitor,68300
Ultrasound,33046
Surgical Light,3033
Infusion Pump,98693
Ultrasound,64811
Anesthesia Machine,88244
Patient Monitor,96994
Patient Monitor,71011
Anesthesia Machine,71776
Ventilator,32105
Surgical Light,77265
Dialysis Machine,32642
Patient Monitor,32023
Surgical Light,11162
Ultrasound,72783
Patient Monitor,18549
Ultrasound,24787
ECG Monitor,26667
Infusion Pump,53885
X-Ray Machine,75334
Anesthesia Machine,76284
CT Scanner,19434
X-Ray Machine,18081
X-Ray Machine,92581
Patient Monitor,19950
Dialysis Machine,78179
CT Scanner,18446
Defibrillator,9178
MRI Scanner,17818
Defibrillator,83515
ECG Monitor,29133
Dialysis Machine,38621
ECG Monitor,73402
X-Ray Machine,14048
X-Ray Machine,9102
Surgical Light,2346
ECG Monitor,7973
MRI Scanner,7258
Ventilator,7049
Infusion Pump,68468
Patient Monitor,11761
X-Ray Machine,96338
MRI Scanner,16396
X-Ray Machine,49055
Ventilator,95749
Surgical Light,6029
MRI Scanner,54914
Anesthesia Machine,14034
Surgical Light,897
Anesthesia Machine,82040
ECG Monitor,34009
Infusion Pump,64378
Surgical Light,41661
Dialysis Machine,24021
Ventilator,51378
CT Scanner,52453
Patient Monitor,81448
Ventilator,66930
Dialysis Machine,61221
Ultrasound,83769
X-Ray Machine,54104
Dialysis Machine,74137
CT Scanner,30840
Dialysis Machine,40317
X-Ray Machine,98815
Defibrillator,19767
Dialysis Machine,56731
Dialysis Machine,46698
Defibrillator,22553
CT Scanner,36229
Ventilator,13248
Ultrasound,71657
Ultrasound,60764
Anesthesia Machine,30605
Ventilator,76907
Ventilator,23431
Ventilator,76898
ECG Monitor,53104
Ultrasound,13206
Surgical Light,48636
Dialysis Machine,36564
Infusion Pump,15527
Dialysis Machine,97514
Anesthesia Machine,65099
MRI Scanner,84129
CT Scanner,26559
Anesthesia Machine,13767
Ventilator,81644
Infusion Pump,36178
Ultrasound,98331
Anesthesia Machine,99867
Surgical Light,46501
Surgical Light,33865
Ultrasound,83379
MRI Scanner,1235
Anesthesia Machine,44659
Ventilator,15647
Defibrillator,69269
CT Scanner,61823
Defibrillator,7371
ECG Monitor,13865
Dialysis Machine,67106
Patient Monitor,17010
ECG Monitor,83065
MRI Scanner,15809
Dialysis Machine,5284
Ventilator,914
Dialysis Machine,61016
Dialysis Machine,85371
Infusion Pump,17688
Infusion Pump,15930
MRI Scanner,50390
ECG Monitor,59754
Anesthesia Machine,2611
Ultrasound,46728
Ventilator,15518
Dialysis Machine,98116
CT Scanner,96442
CT Scanner,50907
X-Ray Machine,28519
Dialysis Machine,68508
Dialysis Machine,98049
MRI Scanner,17950
Anesthesia Machine,8645
CT Scanner,14042
Ultrasound,9777
Anesthesia Machine,19314
Anesthesia Machine,62425
Ultrasound,38115
Anesthesia Machine,80539
Defibrillator,11890
CT Scanner,15530
Ultrasound,20377
Dialysis Machine,55638
Patient Monitor,72326
Patient Monitor,14570
Defibrillator,64576
Anesthesia Machine,77630
CT Scanner,12905
Patient Monitor,49332
Anesthesia Machine,29764
X-Ray Machine,38367
MRI Scanner,55423
Infusion Pump,46937
Patient Monitor,60383
Ventilator,16056
MRI Scanner,98919
CT Scanner,30130
CT Scanner,63789
MRI Scanner,2090
X-Ray Machine,39546
ECG Monitor,88043
Dialysis Machine,73744
CT Scanner,98532
Surgical Light,59096
Ultrasound,5989
ECG Monitor,17839
Defibrillator,89547
Defibrillator,92590
Infusion Pump,71891
Anesthesia Machine,46941
Defibrillator,56523
Defibrillator,53272
Ventilator,51561
MRI Scanner,90953
Defibrillator,34040
Anesthesia Machine,90086
CT Scanner,62162
Dialysis Machine,10984
MRI Scanner,33734
Anesthesia Machine,86014
Patient Monitor,96566
Surgical Light,65511
CT Scanner,57191
Patient Monitor,31619
Surgical Light,62502
MRI Scanner,59695
Patient Monitor,23077
CT Scanner,99821
Ventilator,64237
Dialysis Machine,13973
CT Scanner,38604
ECG Monitor,14944
Anesthesia Machine,75644
ECG Monitor,23032
Surgical Light,27175
CT Scanner,23616
ECG Monitor,1823
Infusion Pump,52103
Defibrillator,55352
Defibrillator,60889
Anesthesia Machine,58412
MRI Scanner,4312
Infusion Pump,24215
X-Ray Machine,36655
Dialysis Machine,57746
Ultrasound,58143
X-Ray Machine,70769
Patient Monitor,52127
Defibrillator,45848
Dialysis Machine,14250
ECG Monitor,29473
Anesthesia Machine,99367
X-Ray Machine,20980
ECG Monitor,45621
Anesthesia Machine,56261
Patient Monitor,55021
Anesthesia Machine,22497
Ventilator,39809
MRI Scanner,81714
Dialysis Machine,94737
Dialysis Machine,39498
X-Ray Machine,47629
CT Scanner,71518
MRI Scanner,77990
MRI Scanner,10191
Surgical Light,4269
Surgical Light,4534
Defibrillator,45678
Dialysis Machine,859
Dialysis Machine,5339
CT Scanner,43435
ECG Monitor,95602
Ultrasound,94098
Patient Monitor,66098
Patient Monitor,27282
Patient Monitor,32191
Ventilator,51657
Ultrasound,949
Defibrillator,97861
Anesthesia Machine,35319
Dialysis Machine,7540
X-Ray Machine,51487
X-Ray Machine,17550
X-Ray Machine,65065
Ultrasound,60265
Surgical Light,20978
ECG Monitor,78026
Ultrasound,58738
CT Scanner,76802
X-Ray Machine,9963
Anesthesia Machine,30424
Surgical Light,62056
MRI Scanner,82517
Dialysis Machine,18594
Infusion Pump,58794
Anesthesia Machine,77737
Dialysis Machine,18013
CT Scanner,92425
ECG Monitor,30182
Anesthesia Machine,12332
CT Scanner,18294
ECG Monitor,39257
CT Scanner,63584
Ultrasound,34200
Patient Monitor,90757
Surgical Light,65761
Infusion Pump,77424
Ventilator,71136
Ventilator,64580
X-Ray Machine,30733
Anesthesia Machine,56360
Anesthesia Machine,7492
Ultrasound,71159
CT Scanner,43718
ECG Monitor,69521
Surgical Light,91681
CT Scanner,22531
Ultrasound,63210
Ventilator,47502
Infusion Pump,41796
Infusion Pump,51352
Ventilator,24060
Surgical Light,69898
Anesthesia Machine,86990
ECG Monitor,58618
Patient Monitor,77199
Surgical Light,11880
X-Ray Machine,11428
Surgical Light,77859
Surgical Light,85868
Ventilator,58115
Ventilator,32
Defibrillator,47357
X-Ray Machine,62549
MRI Scanner,30356
Ventilator,99648
Ultrasound,48593
Ultrasound,17625
Patient Monitor,11382
Patient Monitor,91072
Anesthesia Machine,18817
Defibrillator,41991
ECG Monitor,98089
Ventilator,17013
X-Ray Machine,68907
Anesthesia Machine,42672
Patient Monitor,35569
Ventilator,86381
Infusion Pump,26946
Infusion Pump,84268
Infusion Pump,12209
Ventilator,93771
ECG Monitor,37710
Infusion Pump,60807
Dialysis Machine,62470
CT Scanner,27319
X-Ray Machine,81746
Anesthesia Machine,9104
Surgical Light,67056
CT Scanner,64803
ECG Monitor,22601
X-Ray Machine,37621
Dialysis Machine,34944
Ultrasound,22048
ECG Monitor,43940
Patient Monitor,33492
Anesthesia Machine,21693
CT Scanner,48460
Patient Monitor,54790
CT Scanner,90205
MRI Scanner,56868
Dialysis Machine,421
Anesthesia Machine,44199
MRI Scanner,22856
Surgical Light,30730
Surgical Light,4260
Defibrillator,10178
Surgical Light,64058
Ultrasound,59717
MRI Scanner,27823
Dialysis Machine,49175
ECG Monitor,85436
Dialysis Machine,61257
Dialysis Machine,52970
Infusion Pump,38919
Anesthesia Machine,97851
X-Ray Machine,19549
Ventilator,75610
Defibrillator,40378
Ultrasound,85172
Surgical Light,30957
Patient Monitor,4360
ECG Monitor,32503
X-Ray Machine,66741
Infusion Pump,63313
Dialysis Machine,61735
Dialysis Machine,96324
CT Scanner,75318
Defibrillator,67095
Ventilator,56479
Dialysis Machine,43186
MRI Scanner,98491
Anesthesia Machine,39935
Ultrasound,97241
Surgical Light,83466
Anesthesia Machine,15459
X-Ray Machine,55389
Dialysis Machine,94802
X-Ray Machine,26992
Infusion Pump,52719
X-Ray Machine,62202
X-Ray Machine,66711
Surgical Light,70321
Surgical Light,20174
Anesthesia Machine,30589
X-Ray Machine,796
Patient Monitor,34395
Patient Monitor,20674
Infusion Pump,77510
Ventilator,31117
MRI Scanner,78840
Ultrasound,74131
Infusion Pump,49857
Ultrasound,44561
CT Scanner,48216
ECG Monitor,35593
Ventilator,36429
Ultrasound,90929
MRI Scanner,14633
Anesthesia Machine,50641
Ultrasound,88840
Dialysis Machine,76008
Ventilator,33108
Defibrillator,43066
Infusion Pump,6079
Infusion Pump,20457
MRI Scanner,6281
MRI Scanner,70703
Anesthesia Machine,59540
Ventilator,21706
CT Scanner,85364
Patient Monitor,98600
Dialysis Machine,67677
Anesthesia Machine,24097
ECG Monitor,54912
Patient Monitor,89839
ECG Monitor,22477
Surgical Light,2038
Dialysis Machine,2194
Surgical Light,7447
X-Ray Machine,34676
Defibrillator,77969
Anesthesia Machine,43779
Defibrillator,23415
Ventilator,86212
Surgical Light,49012
Anesthesia Machine,76751
CT Scanner,47740
Dialysis Machine,34899
ECG Monitor,7706
Defibrillator,99751
Ultrasound,38488
Dialysis Machine,90401
Defibrillator,29138
Ventilator,10375
Ventilator,36488
Infusion Pump,35648
Infusion Pump,46173
Surgical Light,67865
MRI Scanner,19958
Dialysis Machine,5038
X-Ray Machine,79209
Infusion Pump,76717
X-Ray Machine,40686
Ultrasound,17680
CT Scanner,68738
Dialysis Machine,73882
Anesthesia Machine,54650
ECG Monitor,76468
Ultrasound,49408
X-Ray Machine,20227
X-Ray Machine,71848
X-Ray Machine,72462
Ventilator,60816
Surgical Light,48780
Patient Monitor,32382
CT Scanner,68584
Anesthesia Machine,42909
Ultrasound,24851
Defibrillator,52750
Ventilator,38992
Patient Monitor,80863
CT Scanner,86682
Infusion Pump,73927
Anesthesia Machine,2186
Infusion Pump,64973
Infusion Pump,61613
Ultrasound,56987
Surgical Light,97292
X-Ray Machine,81406
Anesthesia Machine,30609
Defibrillator,63501
MRI Scanner,13409
Ultrasound,52517
MRI Scanner,4450
X-Ray Machine,565
Surgical Light,32244
Surgical Light,53613
X-Ray Machine,43673
X-Ray Machine,85411
Anesthesia Machine,40285
Dialysis Machine,21412
MRI Scanner,63197
Surgical Light,1668
X-Ray Machine,25749
MRI Scanner,8140
X-Ray Machine,75444
ECG Monitor,43715
X-Ray Machine,9303
Dialysis Machine,25346
Defibrillator,39094
Surgical Light,58792
Surgical Light,35511
Anesthesia Machine,98276
MRI Scanner,29555
Patient Monitor,61660
Patient Monitor,99228
Anesthesia Machine,82558
ECG Monitor,11773
CT Scanner,70544
Ultrasound,46094
Infusion Pump,79300
Surgical Light,66700
Infusion Pump,97253
Infusion Pump,34153
X-Ray Machine,47938
Ultrasound,52215
Defibrillator,6629
Surgical Light,1651
X-Ray Machine,70723
Surgical Light,93302
X-Ray Machine,70730
Surgical Light,51597
Anesthesia Machine,89717
Dialysis Machine,70015
ECG Monitor,42165
X-Ray Machine,11867
Patient Monitor,92968
Anesthesia Machine,31028
Ventilator,7273
Infusion Pump,34556
Surgical Light,78195
Surgical Light,15398
CT Scanner,94750
Ultrasound,89227
Defibrillator,12615
Defibrillator,44368
X-Ray Machine,31584
CT Scanner,86009
MRI Scanner,89619
Ultrasound,78724
Dialysis Machine,35735
Dialysis Machine,95211
Anesthesia Machine,18033
Defibrillator,8326
X-Ray Machine,80948
Surgical Light,75573
CT Scanner,50788
X-Ray Machine,32531
Infusion Pump,47618
Surgical Light,50379
Surgical Light,17005
MRI Scanner,778
Dialysis Machine,6346
Dialysis Machine,5443
CT Scanner,1096
CT Scanner,69586
Infusion Pump,81768
Anesthesia Machine,28358
X-Ray Machine,21614
Surgical Light,18764
Dialysis Machine,34379
MRI Scanner,60302
Anesthesia Machine,78309
Anesthesia Machine,85100
Defibrillator,81694
Dialysis Machine,60747
Defibrillator,42163
Ventilator,17965
MRI Scanner,72985
Patient Monitor,43172
Dialysis Machine,73064
Defibrillator,71830
Ultrasound,45926
Infusion Pump,99888
Defibrillator,22003
Ventilator,64660
Surgical Light,91673
Patient Monitor,13441
Patient Monitor,55450
Surgical Light,58839
CT Scanner,17181
Defibrillator,47968
X-Ray Machine,49081
ECG Monitor,30198
Infusion Pump,12306
Ultrasound,69017
CT Scanner,16901
ECG Monitor,27418
Surgical Light,57978
Dialysis Machine,49201
Defibrillator,89130
ECG Monitor,41853
Ultrasound,99414
MRI Scanner,56980
Patient Monitor,56319
Patient Monitor,30808
MRI Scanner,64867
Surgical Light,71688
Dialysis Machine,6445
CT Scanner,11626
Dialysis Machine,84199
MRI Scanner,3346
Defibrillator,31705
Anesthesia Machine,92598
Ultrasound,89471
Patient Monitor,37892
Ventilator,17481
Defibrillator,51745
Ventilator,85556
CT Scanner,62049
X-Ray Machine,29338
Defibrillator,6125
Anesthesia Machine,2843
Surgical Light,17
ECG Monitor,29878
ECG Monitor,18127
Dialysis Machine,9253
Defibrillator,79705
Surgical Light,11023
Ventilator,16624
Surgical Light,81570
ECG Monitor,16294
Anesthesia Machine,37269
Defibrillator,24157
Ultrasound,58903
Defibrillator,9887
Dialysis Machine,52222
Dialysis Machine,3706
Infusion Pump,47383
X-Ray Machine,4528
Ventilator,81776
Dialysis Machine,37704
Dialysis Machine,92806
Infusion Pump,35422
ECG Monitor,99432
ECG Monitor,74602
Surgical Light,5244
Ventilator,86816
Patient Monitor,53952
Defibrillator,35031
Patient Monitor,76834
X-Ray Machine,76949
Anesthesia Machine,70999
CT Scanner,33775
Patient Monitor,77237
Ultrasound,36974
Infusion Pump,57215
Patient Monitor,97688
X-Ray Machine,13294
CT Scanner,71834
Ultrasound,9781
Dialysis Machine,73712
Defibrillator,535
Ventilator,57270
Dialysis Machine,69606
Surgical Light,83489
Patient Monitor,60436
Anesthesia Machine,26873
Patient Monitor,85056
MRI Scanner,71651
X-Ray Machine,6484
Defibrillator,91476
Anesthesia Machine,40101
MRI Scanner,35522
CT Scanner,42541
X-Ray Machine,81727
Infusion Pump,50701
Surgical Light,81382
Defibrillator,15640
CT Scanner,18442
CT Scanner,17355
ECG Monitor,46704
Ultrasound,53261
Ventilator,68516
CT Scanner,99437
Surgical Light,22563
MRI Scanner,749
Patient Monitor,58511
Defibrillator,54385
Defibrillator,7535
Surgical Light,46255
Anesthesia Machine,22953
Dialysis Machine,67147
ECG Monitor,647
Patient Monitor,53285
Surgical Light,41717
MRI Scanner,59327
X-Ray Machine,5974
Anesthesia Machine,20169
Infusion Pump,7964
Infusion Pump,43618
MRI Scanner,70080
Ultrasound,36435
Anesthesia Machine,75810
Dialysis Machine,83620
ECG Monitor,63542
Ultrasound,44123
MRI Scanner,27491
Surgical Light,69026
Dialysis Machine,60822
Dialysis Machine,49498
Patient Monitor,75109
Ultrasound,29199
Surgical Light,44142
X-Ray Machine,86227
Anesthesia Machine,80870
MRI Scanner,5805
Ventilator,78704
Ultrasound,80022
Anesthesia Machine,20128
MRI Scanner,97530
X-Ray Machine,69807
CT Scanner,47880
ECG Monitor,55752
Defibrillator,26406
Ventilator,94884
Anesthesia Machine,84067
Defibrillator,36235
Defibrillator,32072
Surgical Light,96577
Ultrasound,81619
Dialysis Machine,62988
MRI Scanner,58124
Patient Monitor,23828
Patient Monitor,89310
CT Scanner,69419
CT Scanner,19605
Dialysis Machine,44549
ECG Monitor,71926
Patient Monitor,30876
Dialysis Machine,28844
Surgical Light,65875
Ventilator,29884
Ventilator,92855
ECG Monitor,93646
Ultrasound,72376
Surgical Light,42331
Ultrasound,55144
Infusion Pump,77771
Defibrillator,81830
Surgical Light,60656
MRI Scanner,48443
ECG Monitor,82206
X-Ray Machine,27537
Defibrillator,58103
Dialysis Machine,20388
CT Scanner,89293
Dialysis Machine,87543
CT Scanner,96760
Dialysis Machine,13076
ECG Monitor,70781
Ventilator,3480
CT Scanner,93751
Dialysis Machine,59596
ECG Monitor,19232
Dialysis Machine,72519
Surgical Light,92594
ECG Monitor,79622
Patient Monitor,41442
Infusion Pump,80502
Defibrillator,29528
Surgical Light,58470
Infusion Pump,96958
Ultrasound,28576
Ventilator,5597
Infusion Pump,46855
Anesthesia Machine,80985
Infusion Pump,93180
Surgical Light,48187
MRI Scanner,10007
Infusion Pump,6737
CT Scanner,42297
ECG Monitor,58191
CT Scanner,51582
Defibrillator,4911
Anesthesia Machine,70480
Ultrasound,39656
Anesthesia Machine,38262
Patient Monitor,38462
Ultrasound,95109
Ventilator,56623
Defibrillator,62883
Ventilator,27303
Dialysis Machine,47979
Dialysis Machine,87734
MRI Scanner,11629
Patient Monitor,86755
ECG Monitor,22944
Ultrasound,48869
ECG Monitor,96844
CT Scanner,56735
Defibrillator,38225
Anesthesia Machine,50957
Patient Monitor,75012
Ventilator,10791
CT Scanner,15060
Dialysis Machine,44128
X-Ray Machine,67321
Infusion Pump,9411
Ventilator,39302
Ventilator,7677
Ultrasound,90963
Surgical Light,96461
ECG Monitor,16433
X-Ray Machine,83482
Patient Monitor,19865
Anesthesia Machine,95159
Ultrasound,15279
Infusion Pump,59299
Patient Monitor,10218
Ultrasound,36422
Ultrasound,16777
Patient Monitor,77120
Ultrasound,57372
ECG Monitor,63992
Ultrasound,12292
Ultrasound,42912
Ultrasound,15767
Ultrasound,21522
Surgical Light,47250
Ventilator,49400
X-Ray Machine,49756
CT Scanner,98361
CT Scanner,43890
CT Scanner,83802
Anesthesia Machine,49234
Anesthesia Machine,5895
Infusion Pump,42385
Surgical Light,43846
MRI Scanner,27300
Dialysis Machine,52341
MRI Scanner,70247
Infusion Pump,61449
Ventilator,47342
Surgical Light,91194
Ventilator,38326
Infusion Pump,12162
Surgical Light,77117
ECG Monitor,77286
Infusion Pump,90204
X-Ray Machine,42235
Dialysis Machine,85279
ECG Monitor,25469
Defibrillator,65804
Ultrasound,91319
Surgical Light,40897
X-Ray Machine,12071
MRI Scanner,63095
Dialysis Machine,13616
Defibrillator,10173
Infusion Pump,80627
Dialysis Machine,39477
MRI Scanner,6930
Dialysis Machine,18715
Ventilator,32032
Defibrillator,92632
Anesthesia Machine,6919
X-Ray Machine,56588
Infusion Pump,88510
CT Scanner,97111
Patient Monitor,20106
Dialysis Machine,4806
Infusion Pump,41911
Ventilator,12510
Patient Monitor,97017
MRI Scanner,17908
MRI Scanner,76953
Anesthesia Machine,6185
Ultrasound,3608
Defibrillator,9899
Surgical Light,40205
CT Scanner,25223
Ventilator,67767
Ventilator,20751
Surgical Light,53965
ECG Monitor,39882
X-Ray Machine,39052
Dialysis Machine,652
ECG Monitor,56367
Ultrasound,57313
ECG Monitor,36271
Infusion Pump,47254
Surgical Light,46689
Ventilator,23273
Ventilator,73756
X-Ray Machine,51129
Infusion Pump,83831
Defibrillator,39340
Ultrasound,48427
Defibrillator,91484
Patient Monitor,35493
Ventilator,87414
Ventilator,76095
Defibrillator,75574
ECG Monitor,20197
Infusion Pump,50889
X-Ray Machine,13534
Surgical Light,84011
X-Ray Machine,81958
Surgical Light,27853
Anesthesia Machine,65563
